model_year,KM,HP,Litros,Cilindros,price_eur
2022,22048,191.0,2.5,4.0,35945
2021,102782,,6.6,8.0,38115
2011,271979,300.0,3.0,6.0,10009
2017,119091,275.0,2.0,4.0,18018
2012,80467,425.0,4.7,8.0,24112
2023,7564,355.0,3.0,6.0,47320
2017,59546,248.0,2.0,4.0,28210
2011,148913,320.0,5.3,8.0,16835
2001,196340,140.0,1.8,4.0,7098
2010,313017,320.0,5.3,8.0,8645
2005,237521,275.0,4.2,6.0,2548
2016,68799,208.0,2.0,4.0,20929
2021,27163,,2.0,,35291
2018,59262,174.0,2.0,4.0,21839
2015,72420,454.0,4.7,8.0,38129
2018,114263,212.0,1.5,4.0,15925
2016,18804,550.0,5.0,8.0,49959
2012,98170,416.0,,,26390
2018,40794,,3.0,,30839
2008,130709,232.0,1.3,,7735
2017,60833,305.0,2.5,4.0,29575
2015,175418,158.0,2.0,4.0,6915
2013,29763,400.0,3.8,6.0,79079
2021,19212,572.0,3.8,6.0,190190
2023,5919,,,,74618
2014,170590,333.0,3.0,6.0,20930
2014,164749,333.0,3.0,6.0,19449
2017,99779,455.0,6.2,8.0,31395
2017,146450,160.0,2.0,4.0,11375
2018,30256,247.0,2.0,4.0,23660
2015,57936,400.0,3.8,6.0,77349
2017,151439,518.0,,,45409
2012,25263,429.0,5.0,8.0,17290
2022,38265,189.0,2.0,4.0,27300
2003,133576,260.0,4.6,8.0,9555
2019,154497,147.0,1.4,4.0,13632
2018,87376,567.0,4.4,8.0,44590
2015,137414,210.0,2.0,4.0,14150
2022,42596,,2.4,,25366
2019,87424,,,,25478
2023,1962,,2.0,,42296
2003,288716,316.0,6.0,8.0,13650
2019,31532,,,,145598
2018,90133,575.0,5.0,8.0,53690
2014,196662,285.0,3.6,6.0,19565
2018,149368,271.0,,,27754
2019,97935,,,,23203
2018,17622,425.0,3.0,6.0,55505
2010,170204,270.0,3.0,6.0,11739
2012,261890,320.0,5.3,8.0,13195
2006,215652,265.0,4.0,6.0,7735
2013,93200,305.0,3.7,6.0,17062
2020,62764,295.0,3.5,6.0,27209
2023,3380,523.0,4.4,8.0,156520
2004,238183,250.0,5.9,6.0,17290
2001,223699,190.0,4.3,6.0,6370
2012,50099,302.0,3.5,6.0,21385
2014,141622,302.0,3.5,6.0,14105
2022,1963,,3.0,,217399
2018,61155,453.0,3.0,6.0,55055
2016,120459,300.0,3.0,6.0,19929
2013,202616,375.0,5.0,8.0,19110
2016,191029,383.0,5.7,8.0,42679
2019,80161,302.0,3.5,6.0,30849
2018,145873,,2.0,,23659
2021,9004,,,,76074
2012,95917,302.0,3.5,6.0,18109
2016,84893,360.0,3.5,6.0,26388
2021,28880,,5.0,8.0,81809
2019,127943,270.0,4.0,6.0,30333
2009,34601,268.0,3.5,6.0,16380
2023,16093,425.0,,,43680
2019,80467,138.0,1.4,4.0,17103
2009,308632,310.0,5.4,8.0,8872
2021,58226,270.0,4.0,6.0,33661
2021,31046,,2.0,,40349
2021,70811,182.0,,,16835
2016,201168,380.0,3.5,6.0,24115
2004,53691,178.0,1.8,4.0,16015
2002,188615,333.0,3.2,6.0,13650
2019,108631,375.0,3.5,6.0,36855
2012,269575,140.0,1.8,4.0,5915
2022,18086,,,,49866
2016,95354,220.0,2.0,4.0,17289
2012,202777,400.0,4.8,8.0,16379
2018,115812,469.0,4.0,8.0,42679
2017,74030,503.0,4.0,8.0,50960
2016,231746,340.0,3.0,6.0,16380
2023,13197,670.0,,,85539
2016,12759,,,,34125
2016,137317,285.0,3.6,6.0,27300
2014,123115,302.0,3.5,6.0,16379
2019,66711,247.0,2.0,4.0,20475
2015,114730,340.0,3.0,6.0,19110
1997,368540,180.0,6.5,8.0,17745
2021,55305,410.0,6.4,8.0,43680
2011,147255,300.0,3.0,6.0,12375
2019,95495,335.0,3.0,6.0,38674
2015,150313,290.0,3.6,6.0,17199
2021,91733,400.0,6.7,6.0,47320
2013,30497,500.0,4.0,8.0,70979
2022,19401,425.0,,,40404
2020,64234,,2.4,,20702
1995,313822,,,,13650
2015,61155,290.0,3.5,6.0,19929
2005,258943,190.0,4.0,6.0,6552
2018,53108,241.0,2.0,4.0,27209
2017,128561,,3.5,6.0,22604
2005,13409,400.0,6.75,8.0,43088
2015,129230,355.0,2.0,4.0,20020
2022,32946,,2.4,,25751
2015,281635,340.0,3.0,6.0,17745
2019,4506,526.0,5.2,8.0,82810
2006,69202,425.0,6.1,8.0,18195
2023,8851,400.0,3.5,6.0,63700
2013,292627,285.0,3.6,6.0,19110
2011,120701,525.0,5.2,10.0,67340
2018,60796,247.0,2.0,4.0,29575
2014,138404,260.0,4.0,6.0,37765
2022,36141,,,,36433
2008,253472,300.0,5.4,8.0,13650
2018,41843,455.0,6.2,8.0,35490
2015,119091,420.0,4.0,8.0,27254
2018,76389,,2.0,,13376
2020,1650,,2.0,,272090
2004,103803,180.0,3.4,6.0,5369
2020,12915,,3.6,6.0,38614
2020,98719,,3.5,6.0,31016
2022,7508,,,,42404
2023,9144,,,,44315
2017,189706,350.0,6.7,6.0,38220
2020,6437,285.0,3.6,6.0,45500
2007,189903,172.0,1.6,4.0,3276
2018,73351,375.0,3.5,6.0,40971
2023,523,437.0,3.4,6.0,77347
2017,86100,362.0,3.0,6.0,30939
2010,212433,230.0,3.0,6.0,7735
2021,99577,,2.5,,20374
2011,181856,148.0,2.0,4.0,5278
2011,200431,265.0,3.0,6.0,7690
2016,74030,400.0,3.6,6.0,34580
2018,114088,260.0,3.5,6.0,26385
2019,33190,330.0,2.0,4.0,33488
2004,215652,294.0,4.2,8.0,8645
2010,93342,118.0,1.6,4.0,7280
2017,71294,189.0,2.0,4.0,18913
2018,37417,518.0,,,51870
2016,206048,311.0,3.5,6.0,16380
2021,50694,473.0,3.0,6.0,49595
2018,67794,237.0,2.0,4.0,35489
2014,111046,321.0,3.6,6.0,17745
2004,244453,230.0,3.3,6.0,7189
2016,229599,450.0,4.0,8.0,20020
2022,30352,445.0,6.6,8.0,67795
2003,304166,175.0,2.5,4.0,2638
2012,238183,320.0,5.3,8.0,16380
1995,197949,,,,10009
2011,176458,,3.8,6.0,15468
2012,70811,302.0,3.5,6.0,20222
2018,99461,305.0,3.6,6.0,29120
2020,42599,,1.5,,27209
2010,399117,255.0,5.4,8.0,12740
1998,121568,201.0,2.5,6.0,10915
2012,181856,270.0,3.0,6.0,9100
2018,85456,160.0,1.5,4.0,15925
2006,128748,355.0,3.8,6.0,39130
2023,32187,310.0,3.5,6.0,71434
2021,18919,,2.0,,30394
2017,205996,285.0,3.6,6.0,24388
1993,185075,,,,19929
2019,15289,350.0,2.5,4.0,62790
2012,165762,451.0,6.3,8.0,36400
2020,63073,,2.4,,22377
2013,1287,132.0,1.6,4.0,8918
2012,61771,510.0,5.0,8.0,33624
2014,136794,292.0,3.6,6.0,10238
2004,55126,543.0,5.5,12.0,58468
2013,165941,199.0,2.4,4.0,8372
2022,10783,455.0,6.2,8.0,35945
2016,86905,300.0,3.7,6.0,21839
2002,111528,225.0,1.8,4.0,9095
2023,8591,389.0,3.0,6.0,69615
2017,191512,180.0,2.4,4.0,14469
2005,229032,400.0,6.0,8.0,20019
2019,134702,,,,23660
2008,99128,70.0,1.0,3.0,4550
2002,71082,350.0,5.7,8.0,27300
2020,33695,,4.0,8.0,95459
2022,19312,365.0,3.3,6.0,37310
2022,26393,191.0,2.5,4.0,30940
2022,35406,320.0,,,40950
2008,108314,173.0,2.4,4.0,4459
2018,51819,270.0,4.0,6.0,32305
2021,28110,,2.0,,39913
2020,83686,310.0,3.6,6.0,32578
2015,1362,357.0,1.5,3.0,79169
2022,13518,400.0,5.6,8.0,54554
2005,209215,295.0,5.3,8.0,6552
2023,1592,,4.0,8.0,111884
2020,191512,169.0,2.5,4.0,16380
2018,136794,340.0,3.0,6.0,30030
2021,62929,,,,47136
2016,121023,385.0,6.2,8.0,20020
2015,105895,425.0,3.0,6.0,40904
2015,147577,155.0,2.0,4.0,10920
2016,100238,329.0,3.0,6.0,27254
2008,300947,,,,5551
1997,80467,290.0,4.0,8.0,5460
2011,297729,260.0,3.5,6.0,6825
2020,41827,,,,35124
2000,329916,310.0,6.8,10.0,9054
2014,104607,188.0,3.0,6.0,50049
2005,320903,282.0,4.7,8.0,7735
2017,200573,188.0,3.0,6.0,68250
2023,11265,600.0,4.4,8.0,131859
2017,90123,402.0,4.7,8.0,32532
2010,104285,255.0,2.9,6.0,19019
2009,147240,300.0,4.2,8.0,6370
2023,8340,146.0,2.0,4.0,29575
2019,142346,420.0,6.2,8.0,39039
2018,80734,,3.6,6.0,39630
2017,125706,170.0,2.5,4.0,15925
2021,38957,,2.7,6.0,39521
2016,82720,381.0,5.7,8.0,36309
2023,3922,375.0,3.0,6.0,71298
2011,153692,228.0,3.0,6.0,14551
2011,10187,,8.0,,1775405
2005,120701,240.0,3.8,6.0,11375
2003,98960,271.0,2.0,4.0,25480
2003,200775,130.0,1.8,4.0,4545
2021,115126,,5.3,8.0,45213
2019,47569,,2.5,,23554
2007,120900,310.0,5.3,8.0,15014
2023,256,533.0,,,86905
2019,49890,580.0,3.8,6.0,163709
2016,143232,210.0,2.0,4.0,13195
2012,188647,206.0,2.4,4.0,8099
2018,50981,,,,97186
2019,141622,280.0,3.6,6.0,36309
2022,30578,437.0,3.4,6.0,64610
2011,106539,270.0,3.0,6.0,15014
2013,64374,280.0,3.5,6.0,21840
2020,42712,375.0,3.5,6.0,42765
2019,62764,335.0,3.0,6.0,45500
2020,61728,,,,33304
2021,25984,,6.0,,218392
2004,88514,154.0,2.7,5.0,21840
2016,96561,400.0,5.6,8.0,23614
2021,10379,,2.0,,32759
2021,21475,321.0,,,75984
2007,120921,245.0,2.7,6.0,22749
2020,72543,,,,52778
2015,154497,281.0,3.6,6.0,15470
2005,71455,280.0,3.2,6.0,27118
2008,226274,390.0,4.2,8.0,6825
2021,29129,349.0,3.0,6.0,47138
2020,59295,,2.4,,27689
2011,181621,335.0,4.7,8.0,10919
2018,88192,395.0,5.7,8.0,33716
2017,32541,390.0,5.6,8.0,29415
2022,137116,445.0,6.6,8.0,61425
2013,127687,445.0,4.4,8.0,15288
2018,113459,220.0,2.0,4.0,20930
2019,71551,325.0,2.7,6.0,31395
2015,25750,302.0,3.5,6.0,27755
2022,58686,,3.5,6.0,22732
2013,651784,185.0,2.4,4.0,5460
2018,15630,,4.0,,171899
2022,17542,349.0,3.0,6.0,49049
2021,68643,,3.5,6.0,35488
2019,77249,365.0,3.3,6.0,27299
2001,372693,220.0,3.0,6.0,3913
2013,33394,300.0,3.7,6.0,30030
2017,45005,560.0,4.4,8.0,52780
2022,39876,,3.6,6.0,33305
2018,9638,,4.0,,190190
2018,168498,,,6.0,28005
2018,32187,424.0,3.0,6.0,39130
2003,241339,316.0,6.0,8.0,11375
2014,193121,300.0,3.0,6.0,18200
2013,133333,300.0,3.0,6.0,18199
2014,168981,158.0,2.0,4.0,9964
2020,60235,381.0,5.7,8.0,56055
2003,204826,333.0,3.2,6.0,13650
2022,27359,275.0,2.3,4.0,40040
2021,58366,,,,36216
2023,45866,355.0,5.3,8.0,61698
2015,134251,220.0,2.0,4.0,14560
2019,73869,335.0,3.0,6.0,37765
2006,483098,345.0,5.7,8.0,9919
2013,35406,550.0,5.2,10.0,136500
2021,38220,,,,32759
2003,233355,350.0,5.7,8.0,20020
2023,14484,490.0,6.2,8.0,75075
2019,88675,,1.5,,25775
2014,95690,400.0,6.7,8.0,37309
2008,93104,210.0,3.3,6.0,12649
2005,187199,215.0,3.2,6.0,5460
2017,271979,290.0,3.5,6.0,11830
2002,57156,310.0,5.7,8.0,19110
2011,193121,188.0,3.0,6.0,29119
2022,7274,250.0,2.0,4.0,35035
2019,93342,247.0,2.0,4.0,34580
2015,94411,300.0,3.0,6.0,19064
2018,84803,385.0,3.0,6.0,45499
2023,325,670.0,5.5,8.0,162890
2006,350837,170.0,2.0,4.0,4549
2018,85295,252.0,2.0,4.0,25480
2009,229332,76.0,1.5,4.0,6369
2020,36460,425.0,3.0,6.0,58239
2021,51647,,3.6,6.0,31953
2015,144400,288.0,3.6,6.0,14560
2018,101080,,,,35124
2015,106217,160.0,2.0,4.0,10920
2016,66973,115.0,,,10920
2007,165762,306.0,3.5,6.0,11739
2010,99136,345.0,3.6,6.0,47092
2018,108872,375.0,3.5,6.0,27300
2019,130841,,3.5,6.0,27550
2016,72420,206.0,2.4,4.0,15015
2019,111608,306.0,3.5,6.0,32760
2015,2897,707.0,6.2,8.0,59141
2021,47212,,2.0,,33669
2006,196567,360.0,4.8,8.0,9555
2016,145420,220.0,2.0,4.0,14104
2015,148422,311.0,3.8,6.0,15470
2022,26947,,5.7,8.0,42769
2009,180247,420.0,4.0,8.0,25480
2020,74432,,2.0,,25298
2021,43130,311.0,3.5,6.0,40040
2009,83659,300.0,3.0,6.0,18199
2000,156106,200.0,4.3,6.0,25025
2015,219498,,5.6,8.0,18628
2017,251787,440.0,6.7,8.0,36400
2004,346009,235.0,4.7,8.0,6688
2020,48966,,2.5,,26977
2010,74191,485.0,3.8,6.0,66429
2022,24102,,5.7,8.0,45499
2015,110641,440.0,6.7,8.0,40950
2004,145847,210.0,3.0,6.0,5005
2018,68397,330.0,3.0,6.0,49139
2008,241402,382.0,5.5,8.0,15288
2015,65822,577.0,5.5,8.0,54372
2007,133817,244.0,2.3,4.0,6324
2016,263932,455.0,6.2,8.0,19565
2020,43813,,,,60059
2014,133756,302.0,3.5,6.0,14105
2018,50035,600.0,4.4,8.0,61880
2021,16576,335.0,3.6,6.0,27209
2019,48280,152.0,2.0,4.0,19338
2017,301174,390.0,5.6,8.0,15465
2021,67794,,2.5,,25388
2016,113464,308.0,3.6,6.0,14105
2011,171395,,,,20475
2014,48280,400.0,3.8,6.0,71435
2020,34141,,4.0,8.0,107289
2007,144841,306.0,3.5,6.0,10920
2021,21475,188.0,3.0,6.0,51415
2019,41487,,3.5,6.0,28209
2003,114263,150.0,2.4,4.0,11374
2011,159647,268.0,3.5,6.0,10829
2020,69202,248.0,2.0,4.0,36400
2022,185,,6.7,12.0,409495
2006,217261,236.0,4.0,6.0,15379
2023,1053,,2.0,,31485
2018,51499,453.0,3.0,6.0,63700
2013,130357,302.0,3.5,6.0,11830
2019,55799,400.0,3.5,6.0,41405
2016,80065,280.0,3.6,6.0,59150
2019,20897,603.0,4.0,8.0,87360
2006,346009,345.0,6.0,8.0,6365
2020,42314,,,,45498
2017,223868,,3.6,6.0,15970
2016,29079,523.0,6.0,12.0,72799
2010,22289,385.0,3.8,6.0,64974
2016,79893,402.0,4.7,8.0,30935
2022,58097,227.0,1.6,4.0,34125
2012,196340,370.0,5.7,8.0,12285
2019,32992,560.0,4.4,8.0,61789
2018,193041,390.0,5.6,8.0,19109
2007,177063,172.0,1.6,4.0,5688
2016,23979,350.0,2.3,4.0,35490
2006,84883,325.0,3.6,6.0,34125
2019,125030,380.0,3.0,6.0,39585
2012,58850,167.0,2.0,4.0,18381
2009,28968,552.0,6.0,12.0,57330
2012,197306,300.0,3.0,6.0,11739
2020,40815,,,,45498
2016,221285,420.0,6.2,8.0,26845
2019,104607,370.0,6.7,6.0,59150
2015,166966,173.0,2.0,4.0,7735
2020,85295,310.0,3.5,6.0,35035
2022,14643,,5.7,8.0,62209
2017,117675,268.0,2.0,4.0,18154
2005,261489,190.0,4.0,6.0,10010
2017,148060,390.0,5.6,8.0,19019
2011,320259,268.0,3.5,6.0,8418
2023,4023,835.0,,,85540
2020,86023,147.0,2.0,4.0,15465
2022,29717,400.0,3.5,6.0,43225
2022,24060,147.0,2.0,4.0,21840
2020,20921,285.0,3.6,6.0,35945
2019,53911,445.0,4.4,8.0,40490
2021,67987,,,,69704
2018,135545,,5.3,8.0,39835
2022,9978,490.0,6.2,8.0,90999
2013,154497,240.0,2.0,4.0,12285
2019,69202,,,,45500
2021,107889,,3.5,6.0,31527
2020,35880,,2.5,,21475
2018,160934,153.0,1.4,4.0,7735
2023,20117,191.0,2.5,4.0,27299
2018,110168,,3.6,6.0,28200
2023,20921,187.0,2.5,4.0,29029
2018,11587,425.0,3.0,6.0,58240
2019,111375,450.0,6.7,8.0,66885
2010,213560,204.0,2.5,6.0,9737
2011,121505,300.0,3.0,6.0,11807
2011,149683,,5.3,8.0,20470
2018,90847,147.0,,,12739
2015,162383,,,,20018
2022,11998,,6.2,8.0,62781
2022,57454,301.0,4.6,8.0,47229
2012,165762,407.0,4.4,8.0,14560
2010,217261,168.0,2.4,4.0,3639
2013,186684,173.0,2.5,4.0,11375
2012,189903,555.0,4.4,8.0,15470
2015,128548,577.0,5.5,8.0,41632
2016,125440,310.0,3.6,6.0,27300
2021,53108,455.0,,,50050
2016,128739,445.0,4.4,8.0,21835
2017,163273,340.0,3.0,6.0,16835
2020,56792,,3.6,6.0,32278
2015,59015,,,,36398
2008,132486,237.0,2.2,4.0,25935
2018,24422,,2.5,,17483
2020,5979,650.0,6.2,8.0,136500
2023,5454,,,,35124
2015,157716,425.0,3.0,6.0,30029
2007,131966,394.0,4.2,8.0,7279
2020,31221,310.0,3.5,6.0,52780
2020,41148,,3.0,,122849
2021,60502,,3.5,6.0,56961
2019,118829,,3.0,6.0,33069
2017,188293,,6.0,8.0,24570
2006,87037,390.0,4.2,8.0,15470
2016,50694,521.0,4.0,8.0,94549
2010,158842,290.0,3.8,6.0,9409
2021,53108,248.0,2.0,4.0,36400
2018,102129,341.0,6.0,8.0,30030
2017,174709,,3.3,6.0,14558
2021,11668,400.0,5.6,8.0,34580
2006,341986,210.0,3.7,6.0,5915
2017,87709,362.0,3.0,6.0,34575
2023,24945,147.0,2.0,4.0,22295
2017,199559,420.0,6.2,8.0,29120
2021,38879,400.0,2.0,4.0,40859
2009,93020,600.0,6.0,12.0,54054
2016,36210,350.0,3.4,6.0,70980
2023,5967,,,,53688
2010,187410,328.0,3.7,6.0,15015
2014,64374,445.0,4.4,8.0,30940
2020,64374,630.0,4.0,8.0,102375
2019,65983,329.0,3.0,6.0,36309
2023,789,409.0,3.4,6.0,113749
2016,160798,340.0,3.0,6.0,24115
2020,14645,285.0,3.6,6.0,45404
2013,236881,305.0,3.7,6.0,11821
2015,148060,301.0,4.6,8.0,25480
2021,41838,383.0,5.7,8.0,79170
2022,9656,295.0,3.5,6.0,52779
2017,98170,150.0,1.4,4.0,14555
2018,86430,241.0,2.0,4.0,23569
2017,143232,355.0,5.3,8.0,27299
2018,123115,308.0,3.6,6.0,30485
2002,176645,300.0,4.3,8.0,13650
2013,370149,315.0,5.3,8.0,14105
2004,286463,184.0,2.5,6.0,5232
2014,129317,134.0,1.8,4.0,12112
2018,98585,450.0,4.0,8.0,45499
2015,110819,175.0,2.5,4.0,13650
2014,262354,200.0,2.0,4.0,8099
2021,135750,,3.5,6.0,38849
2001,167356,225.0,3.0,6.0,9555
2014,177028,252.0,2.0,4.0,8640
2006,154940,325.0,3.6,6.0,47775
2013,209215,429.0,4.6,8.0,24479
2018,111206,365.0,3.3,6.0,29575
2017,111695,416.0,3.0,6.0,26845
2020,149669,355.0,5.3,8.0,35035
2020,59546,335.0,3.0,6.0,45500
2017,35406,573.0,5.2,10.0,191100
2019,19312,349.0,3.0,6.0,43680
2021,8196,181.0,2.0,4.0,25480
2008,75156,235.0,3.2,6.0,10374
2008,308994,166.0,2.4,4.0,10010
2016,82616,268.0,3.5,6.0,23655
2019,70811,246.0,2.0,4.0,26390
2019,148060,295.0,3.5,6.0,27300
2011,252435,310.0,5.4,8.0,13013
2013,144358,321.0,3.6,6.0,16379
2016,217825,280.0,3.5,6.0,18109
2018,101863,340.0,3.0,6.0,27294
2022,8079,278.0,3.5,6.0,33215
2016,119315,285.0,3.6,6.0,20930
2016,155258,,2.0,,14195
2015,180995,240.0,2.0,4.0,10915
2015,96561,348.0,3.8,6.0,15470
2022,4657,355.0,5.3,8.0,58149
2017,72420,164.0,1.4,4.0,20475
2015,30016,560.0,4.4,8.0,54190
2002,67592,252.0,3.9,8.0,10010
2020,75464,246.0,2.0,4.0,28210
2005,282797,302.0,5.0,8.0,6370
2018,79297,420.0,6.2,8.0,49140
2022,56005,248.0,2.0,4.0,41860
2020,14001,562.0,3.8,8.0,168350
2020,73174,455.0,,,41859
2019,80467,335.0,3.0,6.0,39130
2006,144680,325.0,6.0,8.0,27295
2021,75473,557.0,,,62790
2013,74271,306.0,3.0,6.0,15470
2018,88514,355.0,5.3,8.0,34489
2016,79823,455.0,6.2,8.0,29575
2019,138732,,3.3,6.0,18844
2021,17569,,,,67338
2008,125126,500.0,5.0,10.0,19110
2016,211135,,2.4,,10893
2019,31945,134.0,1.5,3.0,21840
2011,109432,265.0,2.9,6.0,27300
2007,58741,210.0,3.7,6.0,14560
2020,57243,,1.3,,20019
2011,244620,365.0,3.5,6.0,12740
2018,19454,540.0,3.8,6.0,153790
2021,28276,,,,36398
2020,22885,255.0,2.0,4.0,32305
2005,178476,325.0,6.0,8.0,17745
2012,154201,302.0,3.5,6.0,10920
2007,202777,210.0,4.0,6.0,8190
2019,170590,166.0,2.0,4.0,10920
2015,98653,311.0,3.8,6.0,18336
2012,100584,270.0,3.0,6.0,17249
2018,122310,420.0,6.2,8.0,40495
2022,3299,760.0,5.2,8.0,86449
2014,197949,306.0,3.5,6.0,16380
2017,80065,404.0,3.0,6.0,25475
2023,12070,420.0,6.2,8.0,84528
2021,30899,760.0,5.2,8.0,75484
2011,220480,420.0,5.6,8.0,7735
2022,13185,,,,38764
2014,113156,330.0,3.7,6.0,18195
2015,27117,545.0,3.8,6.0,86450
2015,110642,320.0,3.0,6.0,23659
2021,107021,310.0,3.6,6.0,25935
2016,110021,132.0,1.8,4.0,14560
2020,58741,550.0,5.0,8.0,65520
2015,96965,272.0,3.0,6.0,17290
2022,16208,,,,36944
2019,67914,255.0,2.0,4.0,25025
2022,8690,490.0,6.2,8.0,81809
2021,33149,,3.5,6.0,38765
2023,3887,,6.2,8.0,95459
2011,217261,300.0,3.0,6.0,9099
2014,211146,134.0,1.8,4.0,12740
2018,49890,602.0,3.9,8.0,179724
2021,30838,255.0,2.0,4.0,35035
2007,81272,355.0,3.8,6.0,50960
2020,49085,247.0,2.0,4.0,40040
2021,14806,335.0,3.0,6.0,64792
2015,170590,301.0,4.6,8.0,34125
2017,50694,420.0,3.0,6.0,88775
2024,200,543.0,3.0,6.0,131950
2017,49005,425.0,3.0,6.0,48229
2015,119091,425.0,3.0,6.0,36400
2020,34182,,,,34578
2016,197386,440.0,6.7,8.0,35399
2012,104607,332.0,3.7,6.0,19565
2014,99779,185.0,2.4,4.0,17278
2023,1650,437.0,3.4,6.0,77350
2014,25152,,5.8,8.0,56329
2022,34446,425.0,,,45045
2007,308833,403.0,6.2,8.0,8872
2015,54962,602.0,5.2,10.0,168805
2018,80467,350.0,2.5,4.0,50050
2003,144841,302.0,4.6,8.0,14105
2015,164153,355.0,5.3,8.0,22295
2015,162544,134.0,1.8,4.0,15015
2010,167372,403.0,6.2,8.0,17745
2019,82559,,3.5,6.0,43948
2008,53591,382.0,5.5,8.0,31395
2013,215985,156.0,2.0,4.0,5005
2020,16898,250.0,2.0,4.0,32760
2016,114263,385.0,5.0,8.0,22158
2021,17951,,1.6,,26388
2017,88514,405.0,3.0,6.0,35581
2017,60833,565.0,3.8,6.0,136045
2016,119288,417.0,,,32669
2014,195535,363.0,5.7,8.0,14559
2006,123919,286.0,2.0,4.0,51870
2011,312213,320.0,5.3,8.0,9054
2013,101871,362.0,4.6,8.0,20748
2022,16699,,4.4,8.0,89999
2023,15289,400.0,3.5,6.0,57785
2011,117482,300.0,3.0,6.0,14560
2016,114263,265.0,3.5,6.0,19565
2015,18507,340.0,3.4,6.0,65520
2017,2235,645.0,8.4,10.0,445895
2011,173516,204.0,2.5,6.0,10374
2020,24140,550.0,4.0,8.0,117390
2015,252667,290.0,3.6,6.0,15470
2022,3219,577.0,4.0,8.0,222855
2007,59893,210.0,3.3,6.0,13645
2023,9801,237.0,2.0,4.0,42679
2014,260543,400.0,5.6,8.0,17199
2023,4748,375.0,3.0,6.0,79170
2006,221808,215.0,3.0,6.0,3640
2007,222089,382.0,5.5,8.0,9100
2015,96722,300.0,3.0,6.0,22745
2007,26071,173.0,2.7,6.0,7462
2022,58905,,1.6,,29115
2022,22692,255.0,2.0,4.0,48230
2016,165762,380.0,3.0,6.0,30939
2015,217487,270.0,3.5,6.0,21385
2009,128575,332.0,3.7,6.0,14469
2022,21668,,5.7,8.0,42769
2021,29226,,2.7,6.0,42634
2023,4023,420.0,6.2,8.0,76440
2009,267473,207.0,4.0,6.0,6369
2008,71294,237.0,2.2,4.0,56420
2000,72420,290.0,4.0,8.0,11375
2018,14388,,5.2,10.0,131859
2017,98057,268.0,2.0,4.0,21612
2018,51298,600.0,6.0,12.0,105364
2019,51283,,5.0,,62699
2012,107021,385.0,5.0,8.0,18154
2004,300947,300.0,5.4,8.0,5732
2004,296119,240.0,3.5,6.0,9555
2008,64052,158.0,2.0,4.0,12058
2018,107882,252.0,2.0,4.0,28665
2021,27198,255.0,2.0,4.0,39130
2010,115873,136.0,2.0,4.0,9919
2022,51184,,3.6,6.0,44585
2013,164153,365.0,3.5,6.0,20930
2006,44107,300.0,4.6,8.0,19792
2010,172200,205.0,3.8,6.0,15925
2010,197949,300.0,3.7,6.0,12638
1995,112654,,,,17290
2007,158565,158.0,2.4,4.0,6780
2021,32808,,3.6,6.0,30029
2005,197887,,6.0,8.0,19105
2020,5472,414.0,4.0,6.0,118209
2022,21565,228.0,2.4,4.0,30484
2023,1761,,1.5,,28209
2011,25750,562.0,5.2,10.0,208390
2022,12453,271.0,2.4,4.0,30030
2021,43452,248.0,2.0,4.0,34944
2007,163509,255.0,3.5,6.0,6097
2013,171210,385.0,6.7,6.0,39039
2016,217261,360.0,5.7,8.0,18200
2021,59393,382.0,3.0,6.0,45500
2021,2977,266.0,2.5,4.0,44590
2022,31183,,5.7,8.0,41734
2008,220047,202.0,3.8,6.0,14469
2019,145815,,,,25205
2004,276405,295.0,5.3,8.0,11828
2017,131966,301.0,4.6,8.0,29939
2020,87267,518.0,5.0,8.0,61425
2016,219510,,,,13466
2016,188293,365.0,3.5,6.0,24115
2010,373368,292.0,4.6,8.0,2730
2017,37927,416.0,4.0,8.0,195650
2004,244620,195.0,4.3,6.0,7279
2013,160905,150.0,2.0,4.0,6279
2014,112654,240.0,2.0,4.0,18200
2020,65983,295.0,3.5,6.0,35217
2012,233194,155.0,2.0,4.0,5460
2021,37485,420.0,6.2,8.0,66885
2020,60944,,5.0,8.0,69114
2010,144921,235.0,3.2,6.0,5278
2018,79663,220.0,2.0,4.0,22750
2015,255886,355.0,5.3,8.0,24479
2015,125728,292.0,2.0,4.0,19565
2008,100388,380.0,4.3,8.0,30935
2005,159325,298.0,3.5,6.0,17199
2014,136947,445.0,4.4,8.0,22659
2018,117561,,3.5,6.0,27764
2019,37578,335.0,3.0,6.0,43680
2023,19000,310.0,3.6,6.0,42770
2016,27906,208.0,2.0,4.0,26390
2016,144841,210.0,2.0,4.0,15242
2023,16093,155.0,1.3,3.0,29120
2017,81835,455.0,6.2,8.0,33670
2014,132771,143.0,1.8,4.0,13650
2020,71394,,5.7,8.0,46099
2017,64696,395.0,5.7,8.0,21840
2020,103886,,3.0,6.0,33442
2016,91478,510.0,5.0,8.0,31850
2018,72747,,3.0,6.0,36266
2015,318650,270.0,3.5,6.0,12740
2017,212866,385.0,6.2,8.0,32669
2022,74588,,3.8,6.0,41969
2022,37498,440.0,3.5,6.0,61425
2020,38808,,3.6,6.0,44979
2007,104607,400.0,6.0,8.0,30835
2021,24459,,1.5,,28775
1996,258284,,,,14105
2022,39429,255.0,2.0,4.0,74756
2020,52634,,,,42404
2023,4023,835.0,,,82810
