Brand_Mod,model,model_year,KM,fuel,HP,Litros,Cilindros,transmission_mod,ext_col_mod,int_col_mod,accident_mod,clean_title_mod,price_eur
Outra,RDX w/Advance Package,2021,58366,Gasoline,,,,Automatic,white,Outra,None reported,No,36216
Outra,Yukon XL SLT,2023,45866,Gasoline,355,5.3,8,Automatic,Black,Black,None reported,Yes,61698
Outra,A4 2.0T Premium Plus,2015,134251,E85 Flex Fuel,220,2.0,4,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,14560
Outra,A7 3.0T Premium,2019,73869,Hybrid,335,3.0,6,DCT,Black,Black,At least 1 accident or damage reported,Yes,37765
Outra,Ram 1500 Laramie Mega Cab,2006,483098,Gasoline,345,5.7,8,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,9919
Outra,Gallardo LP550-2,2013,35406,Gasoline,550,5.2,10,Automatic,Black,Black,None reported,Yes,136500
Outra,Model 3 Long Range,2021,38220,Outro,,,,Automatic,white,Black,None reported,No,32759
Chevrolet,Corvette Base,2003,233355,Gasoline,350,5.7,8,Automatic,Outra,Black,None reported,Yes,20020
Chevrolet,Corvette Stingray w/1LT,2023,14484,Gasoline,490,6.2,8,Automatic,white,Outra,None reported,Yes,75075
Outra,CR-V Touring,2019,88675,Gasoline,,1.5,,Automatic,white,Outra,None reported,No,25775
Ford,F-250 XLT,2014,95690,Diesel,400,6.7,8,Automatic,Black,Outra,At least 1 accident or damage reported,Yes,37309
Outra,Camry Solara SE,2008,93104,Gasoline,210,3.3,6,Automatic,Outra,Outra,None reported,No,12649
Outra,Crossfire Limited,2005,187199,Gasoline,215,3.2,6,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,5460
Ford,Explorer XLT,2017,271979,E85 Flex Fuel,290,3.5,6,Automatic,white,beige,None reported,Yes,11830
Chevrolet,Camaro Z28,2002,57156,Gasoline,310,5.7,8,Manual,Outra,Black,At least 1 accident or damage reported,Yes,19110
Mercedes-Benz,Sprinter 2500,2011,193121,Diesel,188,3.0,6,Automatic,Black,Outra,None reported,Yes,29119
Outra,Corsair Standard,2022,7274,Gasoline,250,2.0,4,Automatic,Outra,beige,None reported,Yes,35035
Outra,Rover Range Rover Velar P250 SE R-Dynamic,2019,93342,Gasoline,247,2.0,4,Automatic,white,Black,None reported,Yes,34580
BMW,535 i xDrive,2015,94411,Gasoline,300,3.0,6,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,19064
Mercedes-Benz,AMG GLE 43 Coupe 4MATIC,2018,84803,Gasoline,385,3.0,6,DCT,Outra,Black,None reported,Yes,45499
Chevrolet,Corvette Z06 w/2LZ,2023,325,Gasoline,670,5.5,8,DCT,white,Outra,None reported,Yes,162890
Outra,MX-5 Miata Sport,2006,350837,Gasoline,170,2.0,4,Manual,Black,Black,At least 1 accident or damage reported,Yes,4549
Outra,A5 2.0T Premium,2018,85295,Gasoline,252,2.0,4,Automatic,white,Outra,At least 1 accident or damage reported,Yes,25480
Outra,Prius Touring,2009,229332,Hybrid,76,1.5,4,Automatic,Outra,beige,None reported,Yes,6369
BMW,M4 Base,2020,36460,Gasoline,425,3.0,6,Automatic,Outra,Black,None reported,Yes,58239
Outra,1500 Classic SLT,2021,51647,Gasoline,,3.6,6,Automatic,Outra,Black,None reported,Yes,31953
Outra,Enclave Leather,2015,144400,Gasoline,288,3.6,6,Automatic,white,Outra,None reported,Yes,14560
Mercedes-Benz,GLS 450 Base 4MATIC,2018,101080,Gasoline,,,,Automatic,Black,Outra,At least 1 accident or damage reported,No,35124
Outra,Dart SE,2015,106217,Gasoline,160,2.0,4,Manual,Black,Black,None reported,Yes,10920
Outra,e-Golf SE,2016,66973,Outro,115,,,Automatic,Outra,Outra,None reported,Yes,10920
Outra,IS 350 Base,2007,165762,Gasoline,306,3.5,6,Automatic,Outra,beige,At least 1 accident or damage reported,Yes,11739
Outra,911 Carrera,2010,99136,Gasoline,345,3.6,6,Automatic,Black,Black,None reported,Yes,47092
Ford,F-150 XLT,2018,108872,Gasoline,375,3.5,6,Automatic,Outra,Outra,None reported,Yes,27300
Outra,Highlander XLE,2019,130841,Gasoline,,3.5,6,Automatic,Black,Black,None reported,Yes,27550
Outra,TLX Base,2016,72420,Gasoline,206,2.4,4,Automatic,Outra,Outra,None reported,Yes,15015
Outra,Highlander Hybrid XLE,2019,111608,Hybrid,306,3.5,6,Automatic,Black,Outra,None reported,Yes,32760
Outra,Challenger SRT Hellcat,2015,2897,Gasoline,707,6.2,8,Automatic,Outra,Black,None reported,Yes,59141
Outra,Corsair Reserve,2021,47212,Gasoline,,2.0,,Automatic,Black,Outra,None reported,No,33669
BMW,650 i,2006,196567,Gasoline,360,4.8,8,Manual,Outra,Black,None reported,Yes,9555
Outra,A3 2.0T Premium,2016,145420,Gasoline,220,2.0,4,Automatic,Black,Black,At least 1 accident or damage reported,Yes,14104
Outra,Genesis 3.8,2015,148422,Gasoline,311,3.8,6,Automatic,Black,Black,At least 1 accident or damage reported,Yes,15470
Outra,1500 Laramie,2022,26947,Gasoline,,5.7,8,Automatic,Outra,Black,None reported,No,42769
BMW,M3 Base,2009,180247,Gasoline,420,4.0,8,DCT,Outra,Black,At least 1 accident or damage reported,Yes,25480
Outra,S60 T6 Momentum,2020,74432,Gasoline,,2.0,,Automatic,white,Outra,At least 1 accident or damage reported,Yes,25298
Outra,IS 350 F Sport,2021,43130,Gasoline,311,3.5,6,Automatic,Black,Outra,None reported,Yes,40040
BMW,335 i,2009,83659,Gasoline,300,3.0,6,Manual,Outra,Outra,None reported,Yes,18199
Chevrolet,Silverado 1500 Base,2000,156106,Gasoline,200,4.3,6,Automatic,white,Outra,None reported,Yes,25025
Outra,QX80 Base,2015,219498,Gasoline,,5.6,8,Automatic,Outra,Black,None reported,Yes,18628
Ford,F-350 XL,2017,251787,Diesel,440,6.7,8,Automatic,white,beige,None reported,Yes,36400
Outra,GX 470 Base,2004,346009,Gasoline,235,4.7,8,Automatic,white,beige,At least 1 accident or damage reported,Yes,6688
Outra,Acadia SLE,2020,48966,Gasoline,,2.5,,Automatic,Outra,Outra,None reported,No,26977
Outra,GT-R Premium,2010,74191,Gasoline,485,3.8,6,Automatic,Outra,Black,None reported,Yes,66429
Outra,Durango R/T,2022,24102,Gasoline,,5.7,8,Automatic,white,Black,None reported,Yes,45499
Ford,F-250 Lariat,2015,110641,Diesel,440,6.7,8,DCT,Outra,Black,None reported,Yes,40950
Outra,Avalon XLS,2004,145847,Gasoline,210,3.0,6,Automatic,Outra,Outra,None reported,Yes,5005
Outra,Panamera Base,2018,68397,Gasoline,330,3.0,6,Automatic,Black,beige,At least 1 accident or damage reported,Yes,49139
Mercedes-Benz,SL-Class SL550 Roadster,2008,241402,Gasoline,382,5.5,8,Automatic,Black,beige,None reported,Yes,15288
Mercedes-Benz,S-Class S 63 AMG,2015,65822,Gasoline,577,5.5,8,Automatic,white,Outra,None reported,Yes,54372
Outra,CX-7 Grand Touring,2007,133817,Gasoline,244,2.3,4,Automatic,white,beige,None reported,Yes,6324
Chevrolet,Camaro 2SS,2016,263932,Gasoline,455,6.2,8,Automatic,Black,Outra,None reported,Yes,19565
Outra,Model X Performance,2020,43813,Outro,,,,Automatic,Black,Black,None reported,No,60059
Mercedes-Benz,E-Class E 350 4MATIC,2014,133756,Gasoline,302,3.5,6,Automatic,Black,Black,None reported,Yes,14105
BMW,M5 Base,2018,50035,Gasoline,600,4.4,8,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,61880
Chevrolet,Camaro 1LT,2021,16576,Gasoline,335,3.6,6,Manual,Black,Black,None reported,Yes,27209
Outra,Impreza 2.0i,2019,48280,Gasoline,152,2.0,4,CVT,Outra,Black,At least 1 accident or damage reported,Yes,19338
Outra,Armada SV,2017,301174,Gasoline,390,5.6,8,Automatic,Black,Black,None reported,Yes,15465
Outra,Forester Premium,2021,67794,Gasoline,,2.5,,Automatic,Outra,Black,None reported,Yes,25388
Outra,SRX Luxury Collection,2016,113464,Gasoline,308,3.6,6,Automatic,Outra,beige,None reported,Yes,14105
Outra,Challenger SRT8,2011,171395,Outro,,,,Automatic,white,Outra,At least 1 accident or damage reported,Yes,20475
Outra,911 Carrera S,2014,48280,Gasoline,400,3.8,6,Automatic,Black,Outra,None reported,Yes,71435
Mercedes-Benz,AMG GT 63 S 4-Door,2020,34141,Gasoline,,4.0,8,Automatic,Outra,Black,None reported,No,107289
Outra,350Z Touring,2007,144841,Gasoline,306,3.5,6,Manual,white,Outra,At least 1 accident or damage reported,Yes,10920
Mercedes-Benz,Sprinter 2500 Standard Roof,2021,21475,Diesel,188,3.0,6,Automatic,Outra,Black,None reported,Yes,51415
Outra,TLX V6 Advance,2019,41487,Gasoline,,3.5,6,Automatic,white,Outra,At least 1 accident or damage reported,No,28209
Outra,Wrangler SE,2003,114263,Gasoline,150,2.4,4,Manual,Outra,Outra,None reported,Yes,11374
Mercedes-Benz,M-Class ML 350,2011,159647,Gasoline,268,3.5,6,Automatic,Black,Black,None reported,Yes,10829
BMW,X3 xDrive30i,2020,69202,Gasoline,248,2.0,4,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,36400
Outra,Cullinan,2022,185,Gasoline,,6.7,12,Automatic,Outra,Outra,None reported,Yes,409495
Outra,4Runner SR5,2006,217261,Gasoline,236,4.0,6,Automatic,white,Outra,None reported,Yes,15379
Outra,Kona N Base,2023,1053,Gasoline,,2.0,,Automatic,Outra,Black,None reported,Yes,31485
BMW,M3 CS,2018,51499,Gasoline,453,3.0,6,DCT,white,Black,None reported,Yes,63700
Mercedes-Benz,E-Class E 350 4MATIC,2013,130357,Gasoline,302,3.5,6,Automatic,Outra,beige,At least 1 accident or damage reported,Yes,11830
Ford,Expedition Platinum,2019,55799,Gasoline,400,3.5,6,Automatic,white,Outra,None reported,Yes,41405
Outra,ProMaster 2500 Window Van High Roof,2016,80065,Gasoline,280,3.6,6,Automatic,Black,Outra,None reported,Yes,59150
Mercedes-Benz,AMG E 63 S 4MATIC,2019,20897,Gasoline,603,4.0,8,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,87360
Chevrolet,Silverado 1500 LT Crew Cab,2006,346009,Gasoline,345,6.0,8,Automatic,Black,Black,At least 1 accident or damage reported,Yes,6365
Mercedes-Benz,GLE 350 Base,2020,42314,Gasoline,,,,Automatic,white,Outra,None reported,No,45498
Outra,Enclave Premium,2017,223868,Gasoline,,3.6,6,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,15970
Mercedes-Benz,Maybach S S 600,2016,29079,Gasoline,523,6.0,12,Automatic,Black,Black,None reported,Yes,72799
Outra,911 Carrera S,2010,22289,Gasoline,385,3.8,6,Manual,Black,Black,None reported,Yes,64974
Mercedes-Benz,E-Class E 550,2016,79893,Gasoline,402,4.7,8,Automatic,white,Black,At least 1 accident or damage reported,Yes,30935
Outra,Sorento Hybrid EX,2022,58097,Hybrid,227,1.6,4,Automatic,Black,Outra,None reported,Yes,34125
Outra,Charger R/T,2012,196340,Gasoline,370,5.7,8,Automatic,white,Black,At least 1 accident or damage reported,Yes,12285
BMW,M6 Gran Coupe Base,2019,32992,Gasoline,560,4.4,8,DCT,Outra,Black,None reported,Yes,61789
Outra,Armada Platinum,2018,193041,Gasoline,390,5.6,8,DCT,Black,Black,None reported,Yes,19109
Outra,Cooper S Base,2007,177063,Gasoline,172,1.6,4,Manual,Outra,Black,None reported,Yes,5688
Ford,Focus RS Base,2016,23979,Gasoline,350,2.3,4,Manual,Outra,Black,None reported,Yes,35490
Outra,911 Carrera Cabriolet,2006,84883,Gasoline,325,3.6,6,DCT,Outra,Black,At least 1 accident or damage reported,Yes,34125
Outra,Rover Range Rover Sport HSE Dynamic,2019,125030,Gasoline,380,3.0,6,Automatic,white,beige,None reported,Yes,39585
Outra,MX-5 Miata Grand Touring,2012,58850,Gasoline,167,2.0,4,Manual,Outra,beige,At least 1 accident or damage reported,Yes,18381
Outra,Continental GT Base,2009,28968,Gasoline,552,6.0,12,Automatic,Outra,beige,None reported,Yes,57330
BMW,X5 xDrive 35i Sport Activity,2012,197306,Gasoline,300,3.0,6,Automatic,Black,Black,At least 1 accident or damage reported,Yes,11739
Outra,A7 Premium Plus,2020,40815,Hybrid,,,,Automatic,Outra,Black,None reported,No,45498
Outra,Yukon XL Denali,2016,221285,Gasoline,420,6.2,8,Automatic,Black,Black,At least 1 accident or damage reported,Yes,26845
Outra,2500 Laramie,2019,104607,Diesel,370,6.7,6,Automatic,Black,Black,None reported,Yes,59150
Outra,Forte Koup EX,2015,166966,Gasoline,173,2.0,4,Automatic,Outra,Outra,None reported,Yes,7735
Ford,Transit-250 Base,2020,85295,Gasoline,310,3.5,6,Automatic,white,Black,At least 1 accident or damage reported,Yes,35035
Outra,Wagoneer Series III,2022,14643,Gasoline,,5.7,8,Automatic,Outra,Outra,None reported,Yes,62209
Outra,WRX Limited,2017,117675,Gasoline,268,2.0,4,CVT,white,Black,At least 1 accident or damage reported,Yes,18154
Outra,Wrangler X,2005,261489,Gasoline,190,4.0,6,Manual,Outra,Outra,None reported,Yes,10010
Outra,Armada Platinum,2017,148060,Gasoline,390,5.6,8,Automatic,Black,Black,None reported,Yes,19019
Mercedes-Benz,E-Class E 350 4MATIC,2011,320259,Gasoline,268,3.5,6,Automatic,Outra,Black,None reported,Yes,8418
Outra,R1S Adventure Package,2023,4023,Outro,835,,,Automatic,Outra,Outra,None reported,Yes,85540
Outra,Forte LXS,2020,86023,Gasoline,147,2.0,4,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,15465
Ford,F-150 XLT,2022,29717,Gasoline,400,3.5,6,Automatic,Black,Outra,None reported,Yes,43225
Outra,Forte GT-Line,2022,24060,Gasoline,147,2.0,4,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,21840
Outra,Gladiator Sport S,2020,20921,Gasoline,285,3.6,6,Automatic,Outra,Outra,None reported,Yes,35945
BMW,750 i xDrive,2019,53911,Gasoline,445,4.4,8,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,40490
Ford,F-250 LARIAT,2021,67987,Diesel,,,,Automatic,Outra,Black,None reported,No,69704
Chevrolet,Suburban Premier,2018,135545,Gasoline,,5.3,8,Automatic,Outra,Outra,None reported,Yes,39835
Chevrolet,Corvette Stingray w/1LT,2022,9978,Gasoline,490,6.2,8,DCT,Outra,Black,None reported,Yes,90999
BMW,328 i xDrive,2013,154497,Gasoline,240,2.0,4,DCT,Black,Black,At least 1 accident or damage reported,Yes,12285
Outra,Challenger R/T Scat Pack,2019,69202,Outro,,,,Manual,Outra,Black,None reported,Yes,45500
Outra,Highlander XLE,2021,107889,Gasoline,,3.5,6,Automatic,Outra,Black,None reported,No,31527
Outra,Altima 2.5 SV,2020,35880,Gasoline,,2.5,,Automatic,Outra,Outra,None reported,No,21475
Chevrolet,Cruze LS,2018,160934,Gasoline,153,1.4,4,Automatic,white,Black,At least 1 accident or damage reported,Yes,7735
Ford,Maverick XL,2023,20117,Hybrid,191,2.5,4,Automatic,Outra,Black,None reported,Yes,27299
Chevrolet,Traverse Premier,2018,110168,Gasoline,,3.6,6,Automatic,Outra,Outra,None reported,Yes,28200
Outra,Sportage LX,2023,20921,Gasoline,187,2.5,4,Automatic,white,Black,None reported,Yes,29029
BMW,M4 Base,2018,11587,Gasoline,425,3.0,6,Automatic,Black,Black,None reported,Yes,58240
Ford,F-350 Platinum,2019,111375,Diesel,450,6.7,8,DCT,white,Black,None reported,Yes,66885
Outra,IS 250 Base,2010,213560,Gasoline,204,2.5,6,Automatic,Black,Black,At least 1 accident or damage reported,Yes,9737
BMW,X3 xDrive35i,2011,121505,Gasoline,300,3.0,6,Automatic,white,Black,None reported,Yes,11807
Chevrolet,Express 1500 Work Van,2011,149683,E85 Flex Fuel,,5.3,8,Automatic,white,Outra,None reported,Yes,20470
Outra,Leaf S,2018,90847,Outro,147,,,Automatic,Black,Black,At least 1 accident or damage reported,Yes,12739
Outra,ES 350 Base,2015,162383,Gasoline,,,,Automatic,Outra,Outra,None reported,No,20018
Chevrolet,Silverado 1500 ZR2,2022,11998,Gasoline,,6.2,8,Automatic,Outra,Outra,None reported,No,62781
Outra,GX 460 Premium,2022,57454,Gasoline,301,4.6,8,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,47229
BMW,750 Li xDrive,2012,165762,Gasoline,407,4.4,8,Automatic,Black,Black,None reported,Yes,14560
Outra,Sonata GLS,2010,217261,Gasoline,168,2.4,4,DCT,Outra,Outra,None reported,Yes,3639
Outra,Outback 2.5i Premium,2013,186684,Gasoline,173,2.5,4,Automatic,Outra,beige,At least 1 accident or damage reported,Yes,11375
BMW,X5 M Base,2012,189903,Gasoline,555,4.4,8,DCT,white,Outra,At least 1 accident or damage reported,Yes,15470
Mercedes-Benz,S-Class S 63 AMG,2015,128548,Gasoline,577,5.5,8,Automatic,Black,Outra,None reported,Yes,41632
Outra,Panamera Edition,2016,125440,Gasoline,310,3.6,6,Automatic,Outra,beige,At least 1 accident or damage reported,Yes,27300
Outra,Model 3 Performance,2021,53108,Outro,455,,,Automatic,Outra,Outra,None reported,Yes,50050
BMW,X5 xDrive50i,2016,128739,Gasoline,445,4.4,8,DCT,Black,Black,None reported,Yes,21835
Outra,XF 35t Prestige,2017,163273,Gasoline,340,3.0,6,Automatic,white,beige,At least 1 accident or damage reported,Yes,16835
Outra,Grand Cherokee Altitude,2020,56792,Gasoline,,3.6,6,Automatic,Outra,Black,None reported,No,32278
Mercedes-Benz,SL-Class SL400,2015,59015,Gasoline,,,,Automatic,white,Outra,None reported,No,36398
Outra,S2000 CR,2008,132486,Gasoline,237,2.2,4,Manual,Black,Black,None reported,Yes,25935
Outra,Mazda3 Grand Touring,2018,24422,Gasoline,,2.5,,Automatic,white,Outra,At least 1 accident or damage reported,No,17483
Chevrolet,Camaro ZL1,2020,5979,Gasoline,650,6.2,8,Automatic,Black,Black,None reported,Yes,136500
Outra,TLX,2023,5454,Gasoline,,,,Automatic,white,Black,None reported,No,35124
BMW,M4 Base,2015,157716,Gasoline,425,3.0,6,DCT,Black,Outra,None reported,Yes,30029
Outra,Quattroporte Sport GT,2007,131966,Gasoline,394,4.2,8,DCT,Black,Black,At least 1 accident or damage reported,Yes,7279
Ford,Transit-350 Base,2020,31221,Gasoline,310,3.5,6,Automatic,white,Black,None reported,Yes,52780
Outra,911 Carrera 4S,2020,41148,Gasoline,,3.0,,Manual,Outra,Black,None reported,Yes,122849
Ford,Expedition Max King Ranch,2021,60502,Gasoline,,3.5,6,Automatic,Black,Outra,None reported,Yes,56961
Outra,Q7 55 Prestige,2019,118829,Gasoline,,3.0,6,Automatic,Outra,Outra,None reported,Yes,33069
Chevrolet,Suburban LT,2017,188293,Gasoline,,6.0,8,Automatic,Outra,beige,None reported,Yes,24570
Outra,Coupe Cambiocorsa,2006,87037,Gasoline,390,4.2,8,DCT,Outra,beige,None reported,Yes,15470
Outra,Continental GT V8 S,2016,50694,Gasoline,521,4.0,8,Automatic,Black,beige,None reported,Yes,94549
Outra,Genesis 3.8,2010,158842,Gasoline,290,3.8,6,DCT,Outra,beige,None reported,Yes,9409
Outra,A6 45 Premium Plus,2021,53108,Hybrid,248,2.0,4,Automatic,Black,Black,None reported,Yes,36400
Outra,Savana 2500 Work Van,2018,102129,E85 Flex Fuel,341,6.0,8,Automatic,white,beige,None reported,Yes,30030
Outra,Sorento SXL,2017,174709,Gasoline,,3.3,6,Automatic,Outra,Outra,None reported,No,14558
Outra,Titan SV,2021,11668,Gasoline,400,5.6,8,Automatic,Black,Black,None reported,Yes,34580
Outra,Commander Base,2006,341986,Gasoline,210,3.7,6,Automatic,Black,Outra,None reported,Yes,5915
Mercedes-Benz,AMG C 43 Base 4MATIC,2017,87709,Gasoline,362,3.0,6,Automatic,white,Black,None reported,Yes,34575
Outra,Forte GT-Line,2023,24945,Gasoline,147,2.0,4,CVT,white,Black,At least 1 accident or damage reported,Yes,22295
Outra,Yukon XL Denali,2017,199559,Gasoline,420,6.2,8,Automatic,Outra,beige,At least 1 accident or damage reported,Yes,29120
Outra,S60 Recharge Plug-In Hybrid T8 Inscription,2021,38879,Plug-In Hybrid,400,2.0,4,Automatic,Outra,Black,None reported,Yes,40859
Outra,Continental GT Speed,2009,93020,Gasoline,600,6.0,12,Automatic,Outra,beige,None reported,No,54054
Outra,911 Carrera,2016,36210,Gasoline,350,3.4,6,Automatic,Outra,beige,None reported,Yes,70980
Outra,MDX w/Advance Package,2023,5967,Gasoline,,,,Automatic,white,Outra,None reported,No,53688
Outra,G37 S Sport,2010,187410,Gasoline,328,3.7,6,Manual,white,Outra,None reported,Yes,15015
BMW,650 i,2014,64374,Gasoline,445,4.4,8,DCT,white,beige,None reported,Yes,30940
Mercedes-Benz,AMG GT 63 S 4-Door,2020,64374,Gasoline,630,4.0,8,Automatic,Black,Outra,None reported,Yes,102375
Outra,Q7 55 Prestige,2019,65983,Gasoline,329,3.0,6,Automatic,white,beige,None reported,Yes,36309
Outra,LX 600 F SPORT,2023,789,Gasoline,409,3.4,6,Automatic,Black,Black,None reported,Yes,113749
Outra,Rover Range Rover Sport Supercharged HSE,2016,160798,Gasoline,340,3.0,6,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,24115
Outra,Gladiator Overland,2020,14645,Gasoline,285,3.6,6,Automatic,Outra,Black,None reported,Yes,45404
Ford,Mustang V6,2013,236881,Gasoline,305,3.7,6,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,11821
Outra,GX 460 Base,2015,148060,Gasoline,301,4.6,8,Automatic,Black,Black,None reported,Yes,25480
Outra,LX 570 Three-Row,2021,41838,Gasoline,383,5.7,8,Automatic,Outra,Outra,None reported,Yes,79170
Outra,QX60 AUTOGRAPH,2022,9656,Gasoline,295,3.5,6,Automatic,Outra,Outra,None reported,Yes,52779
Outra,Jetta 1.4T SE,2017,98170,Gasoline,150,1.4,4,Automatic,white,Black,None reported,Yes,14555
Mercedes-Benz,E-Class E 300 4MATIC,2018,86430,Gasoline,241,2.0,4,Automatic,Black,Black,At least 1 accident or damage reported,Yes,23569
Chevrolet,Silverado 1500 1LT,2017,143232,Gasoline,355,5.3,8,Automatic,Outra,Outra,None reported,Yes,27299
Chevrolet,Colorado ZR2,2018,123115,Gasoline,308,3.6,6,Automatic,white,Black,None reported,Yes,30485
Outra,SC 430 Base,2002,176645,Gasoline,300,4.3,8,Automatic,Outra,Outra,None reported,Yes,13650
Outra,Sierra 1500 SLT,2013,370149,E85 Flex Fuel,315,5.3,8,Automatic,white,Black,None reported,Yes,14105
BMW,325 Ci,2004,286463,Gasoline,184,2.5,6,Automatic,Outra,Outra,None reported,Yes,5232
Outra,Prius Two,2014,129317,Hybrid,134,1.8,4,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,12112
Outra,S6 4.0T Premium Plus,2018,98585,Gasoline,450,4.0,8,Automatic,white,Black,None reported,Yes,45499
Outra,Legacy 2.5i Premium,2015,110819,Gasoline,175,2.5,4,CVT,Outra,beige,At least 1 accident or damage reported,Yes,13650
Outra,FR-S Monogram,2014,262354,Gasoline,200,2.0,4,Manual,Black,Black,At least 1 accident or damage reported,Yes,8099
Ford,Expedition Max XLT,2021,135750,Gasoline,,3.5,6,Automatic,Outra,Outra,None reported,Yes,38849
BMW,Z3 3.0i Roadster,2001,167356,Gasoline,225,3.0,6,Manual,Black,beige,None reported,Yes,9555
Ford,Focus ST Base,2014,177028,Gasoline,252,2.0,4,Manual,Outra,Outra,None reported,Yes,8640
Outra,911 Carrera Cabriolet,2006,154940,Gasoline,325,3.6,6,Manual,Outra,Black,At least 1 accident or damage reported,Yes,47775
Mercedes-Benz,SL-Class SL 550,2013,209215,Gasoline,429,4.6,8,Automatic,Outra,beige,At least 1 accident or damage reported,Yes,24479
Outra,Stinger GT2,2018,111206,Gasoline,365,3.3,6,Automatic,Outra,Black,None reported,Yes,29575
Outra,Cayenne E-Hybrid S Platinum Edition,2017,111695,Plug-In Hybrid,416,3.0,6,Automatic,Black,beige,At least 1 accident or damage reported,Yes,26845
Chevrolet,Suburban LT,2020,149669,Gasoline,355,5.3,8,Automatic,Black,Black,None reported,Yes,35035
BMW,X5 xDrive40i,2020,59546,Gasoline,335,3.0,6,Automatic,Black,Black,At least 1 accident or damage reported,Yes,45500
Outra,Huracan LP580-2,2017,35406,Gasoline,573,5.2,10,DCT,white,Black,None reported,Yes,191100
Outra,S4 3.0T Premium,2019,19312,Gasoline,349,3.0,6,Automatic,Black,Black,None reported,Yes,43680
Outra,MX-5 Miata Club,2021,8196,Gasoline,181,2.0,4,Manual,Outra,Black,None reported,Yes,25480
Outra,XC70 3.2,2008,75156,Gasoline,235,3.2,6,Automatic,white,beige,None reported,No,10374
Outra,Element EX,2008,308994,Gasoline,166,2.4,4,Automatic,Black,Outra,At least 1 accident or damage reported,Yes,10010
Outra,ES 350 Base,2016,82616,Gasoline,268,3.5,6,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,23655
Outra,E-PACE S,2019,70811,Gasoline,246,2.0,4,Automatic,Black,Black,None reported,Yes,26390
Outra,Highlander SE,2019,148060,Gasoline,295,3.5,6,Automatic,Outra,beige,At least 1 accident or damage reported,Yes,27300
Ford,Expedition EL King Ranch,2011,252435,E85 Flex Fuel,310,5.4,8,Automatic,Black,Outra,None reported,Yes,13013
Outra,ATS 3.6L Luxury,2013,144358,Gasoline,321,3.6,6,Automatic,Black,Outra,None reported,Yes,16379
Outra,Pilot EX-L,2016,217825,Gasoline,280,3.5,6,Automatic,white,beige,At least 1 accident or damage reported,Yes,18109
Outra,Rover Discovery SE,2018,101863,Gasoline,340,3.0,6,Automatic,Outra,Outra,None reported,Yes,27294
Outra,Tacoma SR,2022,8079,Gasoline,278,3.5,6,Automatic,Black,Outra,None reported,Yes,33215
Outra,Wrangler Sport,2016,119315,Gasoline,285,3.6,6,Manual,Outra,Black,None reported,Yes,20930
Outra,Civic LX,2016,155258,Gasoline,,2.0,,Automatic,Black,Black,None reported,No,14195
Outra,Rover LR2 Base,2015,180995,Gasoline,240,2.0,4,Automatic,white,beige,None reported,Yes,10915
Outra,Genesis Coupe 3.8 Base,2015,96561,Gasoline,348,3.8,6,DCT,Black,Black,None reported,Yes,15470
Chevrolet,Tahoe LT,2022,4657,Gasoline,355,5.3,8,Automatic,Outra,beige,None reported,Yes,58149
Outra,124 Spider Abarth,2017,72420,Gasoline,164,1.4,4,Manual,Outra,Black,At least 1 accident or damage reported,Yes,20475
BMW,M6 Base,2015,30016,Gasoline,560,4.4,8,DCT,Outra,Black,None reported,Yes,54190
Outra,LS V8,2002,67592,Gasoline,252,3.9,8,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,10010
Outra,Rover Range Rover Evoque S,2020,75464,Gasoline,246,2.0,4,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,28210
Mercedes-Benz,S-Class S500,2005,282797,Gasoline,302,5.0,8,Automatic,white,beige,None reported,Yes,6370
Outra,Escalade Platinum,2018,79297,Gasoline,420,6.2,8,Automatic,Outra,Black,None reported,Yes,49140
BMW,X4 xDrive30i,2022,56005,Gasoline,248,2.0,4,Automatic,Outra,Outra,None reported,Yes,41860
Outra,570S Spider,2020,14001,Gasoline,562,3.8,8,DCT,Black,Black,None reported,Yes,168350
Outra,Model 3 Performance,2020,73174,Outro,455,,,Automatic,Outra,Outra,None reported,Yes,41859
BMW,X5 xDrive40i,2019,80467,Gasoline,335,3.0,6,Automatic,Outra,Outra,None reported,Yes,39130
Outra,H2 SUT,2006,144680,Gasoline,325,6.0,8,Automatic,Outra,beige,None reported,Yes,27295
Outra,Model X Long Range Plus,2021,75473,Outro,557,,,Automatic,Outra,Black,None reported,Yes,62790
