Brand_Mod,model,model_year,KM,fuel,HP,Litros,Cilindros,transmission_mod,ext_col_mod,int_col_mod,accident_mod,clean_title_mod,price_eur
Outra,2500 Laramie,2017,189706,Diesel,350.0,6.7,6.0,DCT,Outra,Black,None reported,Yes,38220
Outra,Gladiator Overland,2020,6437,Gasoline,285.0,3.6,6.0,Automatic,Outra,Black,None reported,Yes,45500
Outra,Cooper S Base,2007,189903,Gasoline,172.0,1.6,4.0,Automatic,Outra,Black,None reported,Yes,3276
Ford,Expedition Max Limited,2018,73351,Gasoline,375.0,3.5,6.0,Automatic,white,Outra,None reported,Yes,40971
Outra,Sequoia Platinum,2023,523,Hybrid,437.0,3.4,6.0,Automatic,Outra,Outra,None reported,Yes,77347
Mercedes-Benz,AMG C 43 Base,2017,86100,Gasoline,362.0,3.0,6.0,Automatic,white,Outra,At least 1 accident or damage reported,Yes,30939
BMW,328 i xDrive,2010,212433,Gasoline,230.0,3.0,6.0,DCT,Outra,Black,At least 1 accident or damage reported,Yes,7735
Outra,Lancer Sportback ES,2011,181856,Gasoline,148.0,2.0,4.0,Manual,white,Black,None reported,Yes,5278
Outra,SRX Performance Collection,2011,200431,Gasoline,265.0,3.0,6.0,Automatic,Outra,beige,None reported,Yes,7690
Outra,Macan Turbo,2016,74030,Gasoline,400.0,3.6,6.0,DCT,Outra,Outra,None reported,Yes,34580
Outra,IS 300 Base,2018,114088,Gasoline,260.0,3.5,6.0,DCT,white,Black,None reported,Yes,26385
Outra,XC60 T6 Inscription,2019,33190,Gasoline,330.0,2.0,4.0,Automatic,Outra,Black,None reported,Yes,33488
Outra,XJ8 Base,2004,215652,Gasoline,294.0,4.2,8.0,Automatic,Black,beige,At least 1 accident or damage reported,Yes,8645
Outra,Cooper Base,2010,93342,Gasoline,118.0,1.6,4.0,Automatic,Outra,Black,None reported,Yes,7280
Outra,Hardtop Cooper S,2017,71294,Gasoline,189.0,2.0,4.0,Manual,Outra,Black,None reported,Yes,18913
Outra,GS 350 Base,2016,206048,Gasoline,311.0,3.5,6.0,DCT,Outra,Black,None reported,Yes,16380
BMW,X3 M AWD,2021,50694,Gasoline,473.0,3.0,6.0,Automatic,Black,Black,None reported,Yes,49595
Outra,Rover Range Rover Evoque SE Premium,2018,67794,Gasoline,237.0,2.0,4.0,DCT,white,Black,None reported,Yes,35489
Outra,CTS 3.6L Premium,2014,111046,Gasoline,321.0,3.6,6.0,Automatic,Outra,Black,None reported,Yes,17745
Outra,RX 330 Base,2004,244453,Gasoline,230.0,3.3,6.0,Automatic,Outra,Outra,None reported,Yes,7189
Outra,A8 L 4.0T,2016,229599,Gasoline,450.0,4.0,8.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,20020
Chevrolet,Silverado 2500 High Country,2022,30352,Diesel,445.0,6.6,8.0,Automatic,Outra,Outra,None reported,Yes,67795
Outra,Altima 2.5 S,2003,304166,Gasoline,175.0,2.5,4.0,Automatic,Outra,beige,At least 1 accident or damage reported,Yes,2638
Chevrolet,Avalanche 1500 LT,2012,238183,E85 Flex Fuel,320.0,5.3,8.0,Automatic,Black,Black,None reported,Yes,16380
Mercedes-Benz,SLK-Class SLK 350,2012,70811,Gasoline,302.0,3.5,6.0,DCT,Outra,Outra,At least 1 accident or damage reported,Yes,20222
Outra,1500 SLT,2018,99461,E85 Flex Fuel,305.0,3.6,6.0,Automatic,Black,Outra,None reported,Yes,29120
Outra,CTS Luxury,2012,181856,Gasoline,270.0,3.0,6.0,Automatic,white,beige,None reported,Yes,9100
Chevrolet,Malibu LT,2018,85456,Gasoline,160.0,1.5,4.0,Automatic,Outra,Black,None reported,Yes,15925
Outra,911 Carrera 4S,2006,128748,Gasoline,355.0,3.8,6.0,Manual,Black,beige,None reported,Yes,39130
Ford,Transit-350 XLT,2023,32187,Gasoline,310.0,3.5,6.0,Automatic,Black,Black,None reported,Yes,71434
Outra,Wrangler Unlimited Sahara,2017,205996,Gasoline,285.0,3.6,6.0,Automatic,Outra,Black,None reported,Yes,24388
Outra,718 Cayman S,2019,15289,Gasoline,350.0,2.5,4.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,62790
Mercedes-Benz,C-Class C 63 AMG,2012,165762,Gasoline,451.0,6.3,8.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,36400
Outra,Veloster Base,2013,1287,Gasoline,132.0,1.6,4.0,DCT,Black,Outra,None reported,Yes,8918
Outra,XK R,2012,61771,Gasoline,510.0,5.0,8.0,Automatic,white,Black,None reported,Yes,33624
Outra,300 Base,2014,136794,Gasoline,292.0,3.6,6.0,Automatic,white,Outra,At least 1 accident or damage reported,Yes,10238
Outra,Type 57 Base,2004,55126,Gasoline,543.0,5.5,12.0,Automatic,Outra,Outra,None reported,Yes,58468
Outra,Optima Hybrid LX,2013,165941,Hybrid,199.0,2.4,4.0,Automatic,Outra,beige,At least 1 accident or damage reported,Yes,8372
Chevrolet,Camaro LT1,2022,10783,Gasoline,455.0,6.2,8.0,Automatic,Outra,Black,None reported,Yes,35945
Ford,Mustang V6,2016,86905,Gasoline,300.0,3.7,6.0,Automatic,white,Black,None reported,Yes,21839
Outra,TT Roadster quattro,2002,111528,Gasoline,225.0,1.8,4.0,Manual,Outra,Black,At least 1 accident or damage reported,Yes,9095
BMW,X5 PHEV xDrive45e,2023,8591,Plug-In Hybrid,389.0,3.0,6.0,Automatic,Outra,Outra,None reported,Yes,69615
Outra,New Compass Trailhawk,2017,191512,Gasoline,180.0,2.4,4.0,Automatic,Outra,Black,None reported,Yes,14469
Outra,GTO Base,2005,229032,Gasoline,400.0,6.0,8.0,Manual,Outra,Outra,At least 1 accident or damage reported,Yes,20019
Outra,ForTwo Pure,2008,99128,Gasoline,70.0,1.0,3.0,Automatic,Outra,Outra,None reported,Yes,4550
Chevrolet,Corvette Base,2002,71082,Gasoline,350.0,5.7,8.0,Automatic,Outra,Black,None reported,Yes,27300
Outra,G70 3.3T,2022,19312,Gasoline,365.0,3.3,6.0,Automatic,Outra,beige,None reported,Yes,37310
Ford,Maverick XLT,2022,26393,Hybrid,191.0,2.5,4.0,CVT,Outra,Outra,None reported,Yes,30940
Outra,Sebring LX,2008,108314,Gasoline,173.0,2.4,4.0,Automatic,Outra,Outra,None reported,Yes,4459
Outra,4Runner SR5,2018,51819,Gasoline,270.0,4.0,6.0,Automatic,Outra,Black,None reported,Yes,32305
Chevrolet,Traverse Premier,2020,83686,Gasoline,310.0,3.6,6.0,Automatic,white,Black,None reported,Yes,32578
BMW,i8 Base,2015,1362,Plug-In Hybrid,357.0,1.5,3.0,Automatic,white,Outra,None reported,Yes,79169
Outra,Armada Platinum,2022,13518,Gasoline,400.0,5.6,8.0,Automatic,Outra,beige,None reported,Yes,54554
Chevrolet,Avalanche 1500 LS,2005,209215,E85 Flex Fuel,295.0,5.3,8.0,Automatic,Outra,Outra,None reported,Yes,6552
Ford,Transit Connect XL,2020,191512,Gasoline,169.0,2.5,4.0,Automatic,white,Black,None reported,Yes,16380
Outra,Rover Discovery HSE,2018,136794,Gasoline,340.0,3.0,6.0,Automatic,Outra,Black,None reported,Yes,30030
Ford,F-250 XL,2016,121023,E85 Flex Fuel,385.0,6.2,8.0,Automatic,white,Outra,None reported,Yes,20020
BMW,M3 Base,2015,105895,Gasoline,425.0,3.0,6.0,DCT,white,Outra,None reported,Yes,40904
Outra,Mazda3 i SV,2015,147577,Gasoline,155.0,2.0,4.0,Automatic,Outra,Black,None reported,Yes,10920
Mercedes-Benz,CLS-Class CLS 400 4MATIC,2016,100238,Gasoline,329.0,3.0,6.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,27254
Outra,Quest SL,2011,297729,Gasoline,260.0,3.5,6.0,Automatic,white,Outra,At least 1 accident or damage reported,Yes,6825
Mercedes-Benz,Sprinter High Roof,2014,104607,Diesel,188.0,3.0,6.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,50049
Mercedes-Benz,Sprinter 3500 High Roof,2017,200573,Diesel,188.0,3.0,6.0,Automatic,Black,Black,None reported,Yes,68250
Mercedes-Benz,E-Class E 550,2017,90123,Gasoline,402.0,4.7,8.0,DCT,Outra,Outra,None reported,Yes,32532
Outra,Boxster Base,2010,104285,Gasoline,255.0,2.9,6.0,Manual,Outra,Outra,At least 1 accident or damage reported,Yes,19019
Outra,XF Luxury,2009,147240,Gasoline,300.0,4.2,8.0,Automatic,Outra,beige,None reported,Yes,6370
Outra,Seltos S,2023,8340,Gasoline,146.0,2.0,4.0,Automatic,white,Black,None reported,Yes,29575
Outra,Yukon Denali,2019,142346,Gasoline,420.0,6.2,8.0,Automatic,Black,beige,At least 1 accident or damage reported,Yes,39039
Outra,Rogue SL,2017,125706,Gasoline,170.0,2.5,4.0,Automatic,Outra,Black,None reported,No,15925
Outra,Tundra TRD Pro,2016,82720,E85 Flex Fuel,381.0,5.7,8.0,Automatic,Black,Black,None reported,No,36309
BMW,X7 xDrive40i,2023,3922,Hybrid,375.0,3.0,6.0,DCT,Outra,Black,None reported,Yes,71298
Mercedes-Benz,C-Class C 300 4MATIC Luxury,2011,153692,Gasoline,228.0,3.0,6.0,Automatic,Black,beige,At least 1 accident or damage reported,Yes,14551
Chevrolet,Monte Carlo SS,2005,120701,Gasoline,240.0,3.8,6.0,Automatic,Black,Black,None reported,Yes,11375
Outra,Lancer Evolution Base,2003,98960,Gasoline,271.0,2.0,4.0,Manual,Outra,Black,At least 1 accident or damage reported,Yes,25480
Outra,Corolla LE,2003,200775,Gasoline,130.0,1.8,4.0,Manual,Outra,beige,At least 1 accident or damage reported,Yes,4545
Chevrolet,Avalanche 1500 LTZ,2007,120900,E85 Flex Fuel,310.0,5.3,8.0,Automatic,Outra,Outra,None reported,Yes,15014
Outra,Golf GTI 2.0T S 4-Door,2016,143232,Gasoline,210.0,2.0,4.0,Manual,Outra,Black,None reported,Yes,13195
Outra,Optima Hybrid EX,2012,188647,Hybrid,206.0,2.4,4.0,Automatic,Black,Black,None reported,Yes,8099
Outra,ProMaster 2500 High Roof,2019,141622,Gasoline,280.0,3.6,6.0,Automatic,white,Black,At least 1 accident or damage reported,Yes,36309
Outra,Tundra Hybrid TRD Pro,2022,30578,Hybrid,437.0,3.4,6.0,Automatic,Outra,Black,None reported,Yes,64610
Outra,CTS Luxury,2011,106539,Gasoline,270.0,3.0,6.0,Automatic,Black,Black,None reported,Yes,15014
Outra,TL Technology,2013,64374,Gasoline,280.0,3.5,6.0,Automatic,Outra,Outra,None reported,Yes,21840
Ford,F-150 Lariat,2020,42712,Gasoline,375.0,3.5,6.0,Automatic,white,Black,None reported,Yes,42765
Outra,A8 L 55,2019,62764,Hybrid,335.0,3.0,6.0,Automatic,Black,Outra,None reported,Yes,45500
Outra,Sprinter 2500 High Roof,2004,88514,Diesel,154.0,2.7,5.0,Automatic,white,Outra,None reported,Yes,21840
Outra,QX80 Base,2016,96561,Gasoline,400.0,5.6,8.0,Automatic,Outra,beige,At least 1 accident or damage reported,Yes,23614
Outra,Cayman Base,2007,120921,Gasoline,245.0,2.7,6.0,Manual,Black,Outra,At least 1 accident or damage reported,Yes,22749
Outra,Acadia SLE-2,2015,154497,Gasoline,281.0,3.6,6.0,Automatic,Outra,beige,None reported,Yes,15470
Outra,Boxster S,2005,71455,Gasoline,280.0,3.2,6.0,Manual,Outra,Black,None reported,Yes,27118
Outra,Rover Range Rover Sport Supercharged,2008,226274,Gasoline,390.0,4.2,8.0,Automatic,Outra,beige,None reported,Yes,6825
Outra,S5 3.0T Premium,2021,29129,Gasoline,349.0,3.0,6.0,Automatic,Outra,Outra,None reported,Yes,47138
Mercedes-Benz,GL-Class GL 450,2011,181621,Gasoline,335.0,4.7,8.0,Automatic,white,Black,None reported,Yes,10919
Outra,1500 Rebel,2018,88192,Gasoline,395.0,5.7,8.0,Automatic,white,Black,At least 1 accident or damage reported,Yes,33716
Outra,Titan S,2017,32541,Gasoline,390.0,5.6,8.0,Automatic,white,Outra,None reported,Yes,29415
Chevrolet,Silverado 3500 LTZ,2022,137116,Diesel,445.0,6.6,8.0,Automatic,Outra,Outra,None reported,Yes,61425
BMW,550 Gran Turismo i,2013,127687,Gasoline,445.0,4.4,8.0,Automatic,Outra,Outra,None reported,Yes,15288
Outra,Golf GTI 2.0T SE 4-Door,2018,113459,Gasoline,220.0,2.0,4.0,DCT,white,Black,None reported,Yes,20930
Ford,F-150 XLT,2019,71551,Gasoline,325.0,2.7,6.0,Automatic,Outra,Outra,None reported,Yes,31395
Mercedes-Benz,SLK-Class SLK 350,2015,25750,Gasoline,302.0,3.5,6.0,Automatic,white,Outra,At least 1 accident or damage reported,Yes,27755
Outra,S4 3.0T Premium Plus,2022,17542,Gasoline,349.0,3.0,6.0,DCT,Black,Black,None reported,Yes,49049
Outra,G70 3.3T Advanced,2019,77249,Gasoline,365.0,3.3,6.0,Automatic,Black,Black,None reported,Yes,27299
Outra,MDX 3.7L Advance,2013,33394,Gasoline,300.0,3.7,6.0,Automatic,Black,Black,None reported,Yes,30030
BMW,M6 Gran Coupe Base,2017,45005,Gasoline,560.0,4.4,8.0,Automatic,Outra,Black,None reported,Yes,52780
Outra,Ghibli S Q4,2018,32187,Gasoline,424.0,3.0,6.0,Automatic,white,Outra,None reported,Yes,39130
Outra,H2 Base,2003,241339,Gasoline,316.0,6.0,8.0,Automatic,Outra,beige,At least 1 accident or damage reported,Yes,11375
BMW,X5 xDrive35i,2014,193121,Gasoline,300.0,3.0,6.0,DCT,Black,Black,None reported,No,18200
BMW,335 i xDrive,2013,133333,Gasoline,300.0,3.0,6.0,Automatic,Outra,Black,None reported,Yes,18199
Outra,Compass Latitude,2014,168981,Gasoline,158.0,2.0,4.0,Automatic,Black,Black,None reported,Yes,9964
Outra,Sequoia TRD Pro,2020,60235,Gasoline,381.0,5.7,8.0,Automatic,white,Black,None reported,Yes,56055
BMW,M3 Base,2003,204826,Gasoline,333.0,3.2,6.0,Manual,Outra,Black,None reported,Yes,13650
Ford,Bronco Big Bend,2022,27359,Gasoline,275.0,2.3,4.0,Automatic,Outra,Outra,None reported,Yes,40040
Outra,Yukon XL SLT,2023,45866,Gasoline,355.0,5.3,8.0,Automatic,Black,Black,None reported,Yes,61698
Outra,A4 2.0T Premium Plus,2015,134251,E85 Flex Fuel,220.0,2.0,4.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,14560
Outra,A7 3.0T Premium,2019,73869,Hybrid,335.0,3.0,6.0,DCT,Black,Black,At least 1 accident or damage reported,Yes,37765
Chevrolet,Corvette Base,2003,233355,Gasoline,350.0,5.7,8.0,Automatic,Outra,Black,None reported,Yes,20020
Chevrolet,Corvette Stingray w/1LT,2023,14484,Gasoline,490.0,6.2,8.0,Automatic,white,Outra,None reported,Yes,75075
Ford,F-250 XLT,2014,95690,Diesel,400.0,6.7,8.0,Automatic,Black,Outra,At least 1 accident or damage reported,Yes,37309
Outra,Camry Solara SE,2008,93104,Gasoline,210.0,3.3,6.0,Automatic,Outra,Outra,None reported,No,12649
Outra,Crossfire Limited,2005,187199,Gasoline,215.0,3.2,6.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,5460
Ford,Explorer XLT,2017,271979,E85 Flex Fuel,290.0,3.5,6.0,Automatic,white,beige,None reported,Yes,11830
Chevrolet,Camaro Z28,2002,57156,Gasoline,310.0,5.7,8.0,Manual,Outra,Black,At least 1 accident or damage reported,Yes,19110
Mercedes-Benz,Sprinter 2500,2011,193121,Diesel,188.0,3.0,6.0,Automatic,Black,Outra,None reported,Yes,29119
Outra,Corsair Standard,2022,7274,Gasoline,250.0,2.0,4.0,Automatic,Outra,beige,None reported,Yes,35035
Outra,Rover Range Rover Velar P250 SE R-Dynamic,2019,93342,Gasoline,247.0,2.0,4.0,Automatic,white,Black,None reported,Yes,34580
BMW,535 i xDrive,2015,94411,Gasoline,300.0,3.0,6.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,19064
Mercedes-Benz,AMG GLE 43 Coupe 4MATIC,2018,84803,Gasoline,385.0,3.0,6.0,DCT,Outra,Black,None reported,Yes,45499
Outra,A5 2.0T Premium,2018,85295,Gasoline,252.0,2.0,4.0,Automatic,white,Outra,At least 1 accident or damage reported,Yes,25480
Outra,Prius Touring,2009,229332,Hybrid,76.0,1.5,4.0,Automatic,Outra,beige,None reported,Yes,6369
BMW,M4 Base,2020,36460,Gasoline,425.0,3.0,6.0,Automatic,Outra,Black,None reported,Yes,58239
Outra,Enclave Leather,2015,144400,Gasoline,288.0,3.6,6.0,Automatic,white,Outra,None reported,Yes,14560
Outra,Dart SE,2015,106217,Gasoline,160.0,2.0,4.0,Manual,Black,Black,None reported,Yes,10920
Outra,IS 350 Base,2007,165762,Gasoline,306.0,3.5,6.0,Automatic,Outra,beige,At least 1 accident or damage reported,Yes,11739
Outra,911 Carrera,2010,99136,Gasoline,345.0,3.6,6.0,Automatic,Black,Black,None reported,Yes,47092
Ford,F-150 XLT,2018,108872,Gasoline,375.0,3.5,6.0,Automatic,Outra,Outra,None reported,Yes,27300
Outra,TLX Base,2016,72420,Gasoline,206.0,2.4,4.0,Automatic,Outra,Outra,None reported,Yes,15015
Outra,Highlander Hybrid XLE,2019,111608,Hybrid,306.0,3.5,6.0,Automatic,Black,Outra,None reported,Yes,32760
BMW,650 i,2006,196567,Gasoline,360.0,4.8,8.0,Manual,Outra,Black,None reported,Yes,9555
Outra,A3 2.0T Premium,2016,145420,Gasoline,220.0,2.0,4.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,14104
Outra,Genesis 3.8,2015,148422,Gasoline,311.0,3.8,6.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,15470
BMW,M3 Base,2009,180247,Gasoline,420.0,4.0,8.0,DCT,Outra,Black,At least 1 accident or damage reported,Yes,25480
Outra,IS 350 F Sport,2021,43130,Gasoline,311.0,3.5,6.0,Automatic,Black,Outra,None reported,Yes,40040
BMW,335 i,2009,83659,Gasoline,300.0,3.0,6.0,Manual,Outra,Outra,None reported,Yes,18199
Chevrolet,Silverado 1500 Base,2000,156106,Gasoline,200.0,4.3,6.0,Automatic,white,Outra,None reported,Yes,25025
Ford,F-350 XL,2017,251787,Diesel,440.0,6.7,8.0,Automatic,white,beige,None reported,Yes,36400
Outra,GT-R Premium,2010,74191,Gasoline,485.0,3.8,6.0,Automatic,Outra,Black,None reported,Yes,66429
Ford,F-250 Lariat,2015,110641,Diesel,440.0,6.7,8.0,DCT,Outra,Black,None reported,Yes,40950
Outra,Avalon XLS,2004,145847,Gasoline,210.0,3.0,6.0,Automatic,Outra,Outra,None reported,Yes,5005
Outra,Panamera Base,2018,68397,Gasoline,330.0,3.0,6.0,Automatic,Black,beige,At least 1 accident or damage reported,Yes,49139
Mercedes-Benz,SL-Class SL550 Roadster,2008,241402,Gasoline,382.0,5.5,8.0,Automatic,Black,beige,None reported,Yes,15288
Mercedes-Benz,S-Class S 63 AMG,2015,65822,Gasoline,577.0,5.5,8.0,Automatic,white,Outra,None reported,Yes,54372
Outra,CX-7 Grand Touring,2007,133817,Gasoline,244.0,2.3,4.0,Automatic,white,beige,None reported,Yes,6324
Chevrolet,Camaro 2SS,2016,263932,Gasoline,455.0,6.2,8.0,Automatic,Black,Outra,None reported,Yes,19565
Mercedes-Benz,E-Class E 350 4MATIC,2014,133756,Gasoline,302.0,3.5,6.0,Automatic,Black,Black,None reported,Yes,14105
BMW,M5 Base,2018,50035,Gasoline,600.0,4.4,8.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,61880
Chevrolet,Camaro 1LT,2021,16576,Gasoline,335.0,3.6,6.0,Manual,Black,Black,None reported,Yes,27209
Outra,Impreza 2.0i,2019,48280,Gasoline,152.0,2.0,4.0,CVT,Outra,Black,At least 1 accident or damage reported,Yes,19338
Outra,Armada SV,2017,301174,Gasoline,390.0,5.6,8.0,Automatic,Black,Black,None reported,Yes,15465
Outra,SRX Luxury Collection,2016,113464,Gasoline,308.0,3.6,6.0,Automatic,Outra,beige,None reported,Yes,14105
Outra,911 Carrera S,2014,48280,Gasoline,400.0,3.8,6.0,Automatic,Black,Outra,None reported,Yes,71435
Outra,350Z Touring,2007,144841,Gasoline,306.0,3.5,6.0,Manual,white,Outra,At least 1 accident or damage reported,Yes,10920
Mercedes-Benz,Sprinter 2500 Standard Roof,2021,21475,Diesel,188.0,3.0,6.0,Automatic,Outra,Black,None reported,Yes,51415
Outra,Wrangler SE,2003,114263,Gasoline,150.0,2.4,4.0,Manual,Outra,Outra,None reported,Yes,11374
Mercedes-Benz,M-Class ML 350,2011,159647,Gasoline,268.0,3.5,6.0,Automatic,Black,Black,None reported,Yes,10829
BMW,X3 xDrive30i,2020,69202,Gasoline,248.0,2.0,4.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,36400
Outra,4Runner SR5,2006,217261,Gasoline,236.0,4.0,6.0,Automatic,white,Outra,None reported,Yes,15379
BMW,M3 CS,2018,51499,Gasoline,453.0,3.0,6.0,DCT,white,Black,None reported,Yes,63700
Mercedes-Benz,E-Class E 350 4MATIC,2013,130357,Gasoline,302.0,3.5,6.0,Automatic,Outra,beige,At least 1 accident or damage reported,Yes,11830
Ford,Expedition Platinum,2019,55799,Gasoline,400.0,3.5,6.0,Automatic,white,Outra,None reported,Yes,41405
Outra,ProMaster 2500 Window Van High Roof,2016,80065,Gasoline,280.0,3.6,6.0,Automatic,Black,Outra,None reported,Yes,59150
Mercedes-Benz,Maybach S S 600,2016,29079,Gasoline,523.0,6.0,12.0,Automatic,Black,Black,None reported,Yes,72799
Outra,911 Carrera S,2010,22289,Gasoline,385.0,3.8,6.0,Manual,Black,Black,None reported,Yes,64974
Mercedes-Benz,E-Class E 550,2016,79893,Gasoline,402.0,4.7,8.0,Automatic,white,Black,At least 1 accident or damage reported,Yes,30935
Outra,Sorento Hybrid EX,2022,58097,Hybrid,227.0,1.6,4.0,Automatic,Black,Outra,None reported,Yes,34125
Outra,Charger R/T,2012,196340,Gasoline,370.0,5.7,8.0,Automatic,white,Black,At least 1 accident or damage reported,Yes,12285
BMW,M6 Gran Coupe Base,2019,32992,Gasoline,560.0,4.4,8.0,DCT,Outra,Black,None reported,Yes,61789
Outra,Armada Platinum,2018,193041,Gasoline,390.0,5.6,8.0,DCT,Black,Black,None reported,Yes,19109
Outra,Cooper S Base,2007,177063,Gasoline,172.0,1.6,4.0,Manual,Outra,Black,None reported,Yes,5688
Ford,Focus RS Base,2016,23979,Gasoline,350.0,2.3,4.0,Manual,Outra,Black,None reported,Yes,35490
Outra,911 Carrera Cabriolet,2006,84883,Gasoline,325.0,3.6,6.0,DCT,Outra,Black,At least 1 accident or damage reported,Yes,34125
Outra,Rover Range Rover Sport HSE Dynamic,2019,125030,Gasoline,380.0,3.0,6.0,Automatic,white,beige,None reported,Yes,39585
Outra,MX-5 Miata Grand Touring,2012,58850,Gasoline,167.0,2.0,4.0,Manual,Outra,beige,At least 1 accident or damage reported,Yes,18381
Outra,Continental GT Base,2009,28968,Gasoline,552.0,6.0,12.0,Automatic,Outra,beige,None reported,Yes,57330
BMW,X5 xDrive 35i Sport Activity,2012,197306,Gasoline,300.0,3.0,6.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,11739
Outra,Yukon XL Denali,2016,221285,Gasoline,420.0,6.2,8.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,26845
Outra,2500 Laramie,2019,104607,Diesel,370.0,6.7,6.0,Automatic,Black,Black,None reported,Yes,59150
Outra,Forte Koup EX,2015,166966,Gasoline,173.0,2.0,4.0,Automatic,Outra,Outra,None reported,Yes,7735
Ford,Transit-250 Base,2020,85295,Gasoline,310.0,3.5,6.0,Automatic,white,Black,At least 1 accident or damage reported,Yes,35035
Outra,WRX Limited,2017,117675,Gasoline,268.0,2.0,4.0,CVT,white,Black,At least 1 accident or damage reported,Yes,18154
Outra,Wrangler X,2005,261489,Gasoline,190.0,4.0,6.0,Manual,Outra,Outra,None reported,Yes,10010
Outra,Armada Platinum,2017,148060,Gasoline,390.0,5.6,8.0,Automatic,Black,Black,None reported,Yes,19019
Outra,Forte LXS,2020,86023,Gasoline,147.0,2.0,4.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,15465
Ford,F-150 XLT,2022,29717,Gasoline,400.0,3.5,6.0,Automatic,Black,Outra,None reported,Yes,43225
Outra,Forte GT-Line,2022,24060,Gasoline,147.0,2.0,4.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,21840
Outra,Gladiator Sport S,2020,20921,Gasoline,285.0,3.6,6.0,Automatic,Outra,Outra,None reported,Yes,35945
BMW,750 i xDrive,2019,53911,Gasoline,445.0,4.4,8.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,40490
BMW,328 i xDrive,2013,154497,Gasoline,240.0,2.0,4.0,DCT,Black,Black,At least 1 accident or damage reported,Yes,12285
Chevrolet,Cruze LS,2018,160934,Gasoline,153.0,1.4,4.0,Automatic,white,Black,At least 1 accident or damage reported,Yes,7735
Ford,Maverick XL,2023,20117,Hybrid,191.0,2.5,4.0,Automatic,Outra,Black,None reported,Yes,27299
Outra,Sportage LX,2023,20921,Gasoline,187.0,2.5,4.0,Automatic,white,Black,None reported,Yes,29029
BMW,M4 Base,2018,11587,Gasoline,425.0,3.0,6.0,Automatic,Black,Black,None reported,Yes,58240
Ford,F-350 Platinum,2019,111375,Diesel,450.0,6.7,8.0,DCT,white,Black,None reported,Yes,66885
Outra,IS 250 Base,2010,213560,Gasoline,204.0,2.5,6.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,9737
BMW,X3 xDrive35i,2011,121505,Gasoline,300.0,3.0,6.0,Automatic,white,Black,None reported,Yes,11807
Outra,GX 460 Premium,2022,57454,Gasoline,301.0,4.6,8.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,47229
BMW,750 Li xDrive,2012,165762,Gasoline,407.0,4.4,8.0,Automatic,Black,Black,None reported,Yes,14560
Outra,Sonata GLS,2010,217261,Gasoline,168.0,2.4,4.0,DCT,Outra,Outra,None reported,Yes,3639
Outra,Outback 2.5i Premium,2013,186684,Gasoline,173.0,2.5,4.0,Automatic,Outra,beige,At least 1 accident or damage reported,Yes,11375
BMW,X5 M Base,2012,189903,Gasoline,555.0,4.4,8.0,DCT,white,Outra,At least 1 accident or damage reported,Yes,15470
Mercedes-Benz,S-Class S 63 AMG,2015,128548,Gasoline,577.0,5.5,8.0,Automatic,Black,Outra,None reported,Yes,41632
Outra,Panamera Edition,2016,125440,Gasoline,310.0,3.6,6.0,Automatic,Outra,beige,At least 1 accident or damage reported,Yes,27300
BMW,X5 xDrive50i,2016,128739,Gasoline,445.0,4.4,8.0,DCT,Black,Black,None reported,Yes,21835
Outra,XF 35t Prestige,2017,163273,Gasoline,340.0,3.0,6.0,Automatic,white,beige,At least 1 accident or damage reported,Yes,16835
Outra,S2000 CR,2008,132486,Gasoline,237.0,2.2,4.0,Manual,Black,Black,None reported,Yes,25935
BMW,M4 Base,2015,157716,Gasoline,425.0,3.0,6.0,DCT,Black,Outra,None reported,Yes,30029
Outra,Quattroporte Sport GT,2007,131966,Gasoline,394.0,4.2,8.0,DCT,Black,Black,At least 1 accident or damage reported,Yes,7279
Ford,Transit-350 Base,2020,31221,Gasoline,310.0,3.5,6.0,Automatic,white,Black,None reported,Yes,52780
Outra,Coupe Cambiocorsa,2006,87037,Gasoline,390.0,4.2,8.0,DCT,Outra,beige,None reported,Yes,15470
Outra,Genesis 3.8,2010,158842,Gasoline,290.0,3.8,6.0,DCT,Outra,beige,None reported,Yes,9409
Outra,A6 45 Premium Plus,2021,53108,Hybrid,248.0,2.0,4.0,Automatic,Black,Black,None reported,Yes,36400
