Brand_Mod,model,model_year,KM,fuel,HP,Litros,Cilindros,transmission_mod,ext_col_mod,int_col_mod,accident_mod,clean_title_mod,price_eur,Preco Previsto
Outra,4Runner TRD Off Road,2019,127943,Gasoline,270.0,4.0,6.0,Automatic,white,Black,None reported,Yes,30333,31593.09
Mercedes-Benz,CLK-Class CLK 350,2009,34601,Gasoline,268.0,3.5,6.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,16380,21461.42
Outra,Encore Preferred,2019,80467,Gasoline,138.0,1.4,4.0,Automatic,white,Black,None reported,Yes,17103,17771.04
Outra,Navigator Base,2009,308632,E85 Flex Fuel,310.0,5.4,8.0,Automatic,white,beige,At least 1 accident or damage reported,Yes,8872,9234.18
Outra,4Runner SR5 Premium,2021,58226,Gasoline,270.0,4.0,6.0,Automatic,Black,Outra,None reported,Yes,33661,35894.51
Outra,Navigator Reserve,2016,201168,Gasoline,380.0,3.5,6.0,DCT,Outra,beige,None reported,Yes,24115,24117.21
Outra,MazdaSpeed Miata MX-5 Base,2004,53691,Gasoline,178.0,1.8,4.0,Manual,Outra,Black,At least 1 accident or damage reported,Yes,16015,17442.21
BMW,M3 Base,2002,188615,Gasoline,333.0,3.2,6.0,Automatic,Black,Black,None reported,Yes,13650,14321.37
Ford,Expedition Max Limited,2019,108631,Gasoline,375.0,3.5,6.0,Automatic,Outra,Black,None reported,Yes,36855,36422.43
Outra,Civic EX,2012,269575,Gasoline,140.0,1.8,4.0,Automatic,Black,Outra,None reported,Yes,5915,5665.97
Outra,Golf GTI 2.0T SE w/Performance Package 4-Door,2016,95354,Gasoline,220.0,2.0,4.0,DCT,Outra,Black,None reported,Yes,17289,17999.87
Outra,Cayenne S,2012,202777,Gasoline,400.0,4.8,8.0,DCT,Outra,Outra,None reported,Yes,16379,14792.69
Mercedes-Benz,AMG GLC 63 Base 4MATIC,2018,115812,Gasoline,469.0,4.0,8.0,Automatic,white,Black,None reported,Yes,42679,42743.02
Mercedes-Benz,AMG C 63 S,2017,74030,Gasoline,503.0,4.0,8.0,Automatic,Outra,Black,None reported,Yes,50960,52056.77
Outra,Rover LR4 HSE LUX Landmark Edition,2016,231746,Gasoline,340.0,3.0,6.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,16380,16823.89
Outra,Wrangler Unlimited Sport,2016,137317,Gasoline,285.0,3.6,6.0,Automatic,Black,Black,None reported,Yes,27300,24813.86
Mercedes-Benz,E-Class E 350 4MATIC,2014,123115,Gasoline,302.0,3.5,6.0,Automatic,Outra,Black,None reported,Yes,16379,16990.49
Outra,XE 25t,2019,66711,Gasoline,247.0,2.0,4.0,DCT,white,Black,At least 1 accident or damage reported,Yes,20475,23368.3
Outra,XF 3.0 Portfolio,2015,114730,Gasoline,340.0,3.0,6.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,19110,20676.95
Outra,2500 Tradesman,2021,55305,Gasoline,410.0,6.4,8.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,43680,44522.07
BMW,335 i,2011,147255,Gasoline,300.0,3.0,6.0,Automatic,Outra,beige,At least 1 accident or damage reported,Yes,12375,12756.55
Outra,Cayenne Base,2019,95495,Gasoline,335.0,3.0,6.0,DCT,Black,Black,None reported,Yes,38674,36809.18
Outra,Grand Cherokee Limited,2015,150313,E85 Flex Fuel,290.0,3.6,6.0,Automatic,white,Black,None reported,Yes,17199,16808.95
Outra,3500 Tradesman,2021,91733,Diesel,400.0,6.7,6.0,Automatic,Outra,Outra,None reported,Yes,47320,47060.16
Outra,Continental GTC V8,2013,30497,Gasoline,500.0,4.0,8.0,DCT,white,Black,None reported,Yes,70979,66706.46
Outra,TLX V6 Tech,2015,61155,Gasoline,290.0,3.5,6.0,Automatic,white,Black,None reported,Yes,19929,21844.06
Outra,Wrangler X,2005,258943,Gasoline,190.0,4.0,6.0,Automatic,Black,Outra,At least 1 accident or damage reported,Yes,6552,7923.41
Mercedes-Benz,SLC 300 Base,2018,53108,Gasoline,241.0,2.0,4.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,27209,26031.42
Outra,Arnage R,2005,13409,Gasoline,400.0,6.75,8.0,Automatic,white,beige,None reported,Yes,43088,43094.61
Mercedes-Benz,GLA-Class GLA 45 AMG,2015,129230,Gasoline,355.0,2.0,4.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,20020,20829.37
Outra,Rover Range Rover Sport Supercharged HSE,2015,281635,Gasoline,340.0,3.0,6.0,Automatic,Black,Black,None reported,Yes,17745,16820.28
Ford,Shelby GT350 Base,2019,4506,Gasoline,526.0,5.2,8.0,Manual,Black,Black,None reported,Yes,82810,74416.23
Outra,300C SRT8,2006,69202,Gasoline,425.0,6.1,8.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,18195,24337.94
Ford,F-150 Tremor,2023,8851,Gasoline,400.0,3.5,6.0,Automatic,Outra,Black,None reported,Yes,63700,61041.31
Outra,Wrangler Unlimited Rubicon,2013,292627,Gasoline,285.0,3.6,6.0,Manual,Black,Black,None reported,Yes,19110,16700.06
Outra,R8 5.2 quattro Spyder,2011,120701,Gasoline,525.0,5.2,10.0,DCT,white,Outra,At least 1 accident or damage reported,Yes,67340,56865.21
Outra,XF 25t Prestige,2018,60796,Gasoline,247.0,2.0,4.0,DCT,Black,Black,None reported,Yes,29575,28173.97
Outra,FJ Cruiser Base,2014,138404,Gasoline,260.0,4.0,6.0,Automatic,Outra,Black,None reported,Yes,37765,32275.26
Ford,F-250 XLT Crew Cab Super Duty,2008,253472,Gasoline,300.0,5.4,8.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,13650,12089.17
Chevrolet,Camaro 2SS,2018,41843,Gasoline,455.0,6.2,8.0,Automatic,white,Black,None reported,Yes,35490,37514.83
Outra,S6 4.0T,2015,119091,Gasoline,420.0,4.0,8.0,Automatic,Outra,Outra,None reported,Yes,27254,28606.91
Chevrolet,Impala Base,2004,103803,Gasoline,180.0,3.4,6.0,Automatic,Outra,beige,None reported,Yes,5369,6381.27
Outra,2500 Laramie,2017,189706,Diesel,350.0,6.7,6.0,DCT,Outra,Black,None reported,Yes,38220,38482.97
Outra,Gladiator Overland,2020,6437,Gasoline,285.0,3.6,6.0,Automatic,Outra,Black,None reported,Yes,45500,45838.62
Outra,Cooper S Base,2007,189903,Gasoline,172.0,1.6,4.0,Automatic,Outra,Black,None reported,Yes,3276,4213.47
Ford,Expedition Max Limited,2018,73351,Gasoline,375.0,3.5,6.0,Automatic,white,Outra,None reported,Yes,40971,39295.42
Outra,Sequoia Platinum,2023,523,Hybrid,437.0,3.4,6.0,Automatic,Outra,Outra,None reported,Yes,77347,75948.47
Mercedes-Benz,AMG C 43 Base,2017,86100,Gasoline,362.0,3.0,6.0,Automatic,white,Outra,At least 1 accident or damage reported,Yes,30939,31613.21
BMW,328 i xDrive,2010,212433,Gasoline,230.0,3.0,6.0,DCT,Outra,Black,At least 1 accident or damage reported,Yes,7735,7717.47
Outra,Lancer Sportback ES,2011,181856,Gasoline,148.0,2.0,4.0,Manual,white,Black,None reported,Yes,5278,6123.79
Outra,SRX Performance Collection,2011,200431,Gasoline,265.0,3.0,6.0,Automatic,Outra,beige,None reported,Yes,7690,8351.11
Outra,Macan Turbo,2016,74030,Gasoline,400.0,3.6,6.0,DCT,Outra,Outra,None reported,Yes,34580,34020.14
Outra,IS 300 Base,2018,114088,Gasoline,260.0,3.5,6.0,DCT,white,Black,None reported,Yes,26385,27279.64
Outra,XC60 T6 Inscription,2019,33190,Gasoline,330.0,2.0,4.0,Automatic,Outra,Black,None reported,Yes,33488,41809.35
Outra,XJ8 Base,2004,215652,Gasoline,294.0,4.2,8.0,Automatic,Black,beige,At least 1 accident or damage reported,Yes,8645,8284.83
Outra,Cooper Base,2010,93342,Gasoline,118.0,1.6,4.0,Automatic,Outra,Black,None reported,Yes,7280,8314.17
Outra,Hardtop Cooper S,2017,71294,Gasoline,189.0,2.0,4.0,Manual,Outra,Black,None reported,Yes,18913,19138.13
Outra,GS 350 Base,2016,206048,Gasoline,311.0,3.5,6.0,DCT,Outra,Black,None reported,Yes,16380,16487.91
BMW,X3 M AWD,2021,50694,Gasoline,473.0,3.0,6.0,Automatic,Black,Black,None reported,Yes,49595,54463.27
Outra,Rover Range Rover Evoque SE Premium,2018,67794,Gasoline,237.0,2.0,4.0,DCT,white,Black,None reported,Yes,35489,32436.22
Outra,CTS 3.6L Premium,2014,111046,Gasoline,321.0,3.6,6.0,Automatic,Outra,Black,None reported,Yes,17745,18730.41
Outra,RX 330 Base,2004,244453,Gasoline,230.0,3.3,6.0,Automatic,Outra,Outra,None reported,Yes,7189,6845.44
Outra,A8 L 4.0T,2016,229599,Gasoline,450.0,4.0,8.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,20020,21690.5
Chevrolet,Silverado 2500 High Country,2022,30352,Diesel,445.0,6.6,8.0,Automatic,Outra,Outra,None reported,Yes,67795,66923.24
Outra,Altima 2.5 S,2003,304166,Gasoline,175.0,2.5,4.0,Automatic,Outra,beige,At least 1 accident or damage reported,Yes,2638,3675.57
Chevrolet,Avalanche 1500 LT,2012,238183,E85 Flex Fuel,320.0,5.3,8.0,Automatic,Black,Black,None reported,Yes,16380,14828.33
Mercedes-Benz,SLK-Class SLK 350,2012,70811,Gasoline,302.0,3.5,6.0,DCT,Outra,Outra,At least 1 accident or damage reported,Yes,20222,20222.77
Outra,1500 SLT,2018,99461,E85 Flex Fuel,305.0,3.6,6.0,Automatic,Black,Outra,None reported,Yes,29120,28197.78
Outra,CTS Luxury,2012,181856,Gasoline,270.0,3.0,6.0,Automatic,white,beige,None reported,Yes,9100,9756.66
Chevrolet,Malibu LT,2018,85456,Gasoline,160.0,1.5,4.0,Automatic,Outra,Black,None reported,Yes,15925,15638.83
Outra,911 Carrera 4S,2006,128748,Gasoline,355.0,3.8,6.0,Manual,Black,beige,None reported,Yes,39130,32358.02
Ford,Transit-350 XLT,2023,32187,Gasoline,310.0,3.5,6.0,Automatic,Black,Black,None reported,Yes,71434,63098.72
Outra,Wrangler Unlimited Sahara,2017,205996,Gasoline,285.0,3.6,6.0,Automatic,Outra,Black,None reported,Yes,24388,21740.8
Outra,718 Cayman S,2019,15289,Gasoline,350.0,2.5,4.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,62790,60321.1
Mercedes-Benz,C-Class C 63 AMG,2012,165762,Gasoline,451.0,6.3,8.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,36400,31079.65
Outra,Veloster Base,2013,1287,Gasoline,132.0,1.6,4.0,DCT,Black,Outra,None reported,Yes,8918,13353.83
Outra,XK R,2012,61771,Gasoline,510.0,5.0,8.0,Automatic,white,Black,None reported,Yes,33624,34765.6
Outra,300 Base,2014,136794,Gasoline,292.0,3.6,6.0,Automatic,white,Outra,At least 1 accident or damage reported,Yes,10238,12638.27
Outra,Type 57 Base,2004,55126,Gasoline,543.0,5.5,12.0,Automatic,Outra,Outra,None reported,Yes,58468,57594.43
Outra,Optima Hybrid LX,2013,165941,Hybrid,199.0,2.4,4.0,Automatic,Outra,beige,At least 1 accident or damage reported,Yes,8372,9644.44
Chevrolet,Camaro LT1,2022,10783,Gasoline,455.0,6.2,8.0,Automatic,Outra,Black,None reported,Yes,35945,40365.58
Ford,Mustang V6,2016,86905,Gasoline,300.0,3.7,6.0,Automatic,white,Black,None reported,Yes,21839,24559.48
Outra,TT Roadster quattro,2002,111528,Gasoline,225.0,1.8,4.0,Manual,Outra,Black,At least 1 accident or damage reported,Yes,9095,12431.37
BMW,X5 PHEV xDrive45e,2023,8591,Plug-In Hybrid,389.0,3.0,6.0,Automatic,Outra,Outra,None reported,Yes,69615,68501.34
Outra,New Compass Trailhawk,2017,191512,Gasoline,180.0,2.4,4.0,Automatic,Outra,Black,None reported,Yes,14469,13844.88
Outra,GTO Base,2005,229032,Gasoline,400.0,6.0,8.0,Manual,Outra,Outra,At least 1 accident or damage reported,Yes,20019,19030.99
Outra,ForTwo Pure,2008,99128,Gasoline,70.0,1.0,3.0,Automatic,Outra,Outra,None reported,Yes,4550,5981.59
Chevrolet,Corvette Base,2002,71082,Gasoline,350.0,5.7,8.0,Automatic,Outra,Black,None reported,Yes,27300,25383.52
Outra,G70 3.3T,2022,19312,Gasoline,365.0,3.3,6.0,Automatic,Outra,beige,None reported,Yes,37310,42009.08
Ford,Maverick XLT,2022,26393,Hybrid,191.0,2.5,4.0,CVT,Outra,Outra,None reported,Yes,30940,32077.54
Outra,Sebring LX,2008,108314,Gasoline,173.0,2.4,4.0,Automatic,Outra,Outra,None reported,Yes,4459,6213.34
Outra,4Runner SR5,2018,51819,Gasoline,270.0,4.0,6.0,Automatic,Outra,Black,None reported,Yes,32305,31476.28
Chevrolet,Traverse Premier,2020,83686,Gasoline,310.0,3.6,6.0,Automatic,white,Black,None reported,Yes,32578,35315.34
BMW,i8 Base,2015,1362,Plug-In Hybrid,357.0,1.5,3.0,Automatic,white,Outra,None reported,Yes,79169,69948.37
Outra,Armada Platinum,2022,13518,Gasoline,400.0,5.6,8.0,Automatic,Outra,beige,None reported,Yes,54554,51241.1
Chevrolet,Avalanche 1500 LS,2005,209215,E85 Flex Fuel,295.0,5.3,8.0,Automatic,Outra,Outra,None reported,Yes,6552,7671.58
Ford,Transit Connect XL,2020,191512,Gasoline,169.0,2.5,4.0,Automatic,white,Black,None reported,Yes,16380,15548.31
Outra,Rover Discovery HSE,2018,136794,Gasoline,340.0,3.0,6.0,Automatic,Outra,Black,None reported,Yes,30030,30208.02
Ford,F-250 XL,2016,121023,E85 Flex Fuel,385.0,6.2,8.0,Automatic,white,Outra,None reported,Yes,20020,25750.19
BMW,M3 Base,2015,105895,Gasoline,425.0,3.0,6.0,DCT,white,Outra,None reported,Yes,40904,39093.89
Outra,Mazda3 i SV,2015,147577,Gasoline,155.0,2.0,4.0,Automatic,Outra,Black,None reported,Yes,10920,11202.21
Mercedes-Benz,CLS-Class CLS 400 4MATIC,2016,100238,Gasoline,329.0,3.0,6.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,27254,25206.53
Outra,Quest SL,2011,297729,Gasoline,260.0,3.5,6.0,Automatic,white,Outra,At least 1 accident or damage reported,Yes,6825,7156.67
Mercedes-Benz,Sprinter High Roof,2014,104607,Diesel,188.0,3.0,6.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,50049,43566.77
Mercedes-Benz,Sprinter 3500 High Roof,2017,200573,Diesel,188.0,3.0,6.0,Automatic,Black,Black,None reported,Yes,68250,54220.59
Mercedes-Benz,E-Class E 550,2017,90123,Gasoline,402.0,4.7,8.0,DCT,Outra,Outra,None reported,Yes,32532,33046.96
Outra,Boxster Base,2010,104285,Gasoline,255.0,2.9,6.0,Manual,Outra,Outra,At least 1 accident or damage reported,Yes,19019,18951.53
Outra,XF Luxury,2009,147240,Gasoline,300.0,4.2,8.0,Automatic,Outra,beige,None reported,Yes,6370,9313.3
Outra,Seltos S,2023,8340,Gasoline,146.0,2.0,4.0,Automatic,white,Black,None reported,Yes,29575,28828.59
Outra,Yukon Denali,2019,142346,Gasoline,420.0,6.2,8.0,Automatic,Black,beige,At least 1 accident or damage reported,Yes,39039,40766.54
Outra,Rogue SL,2017,125706,Gasoline,170.0,2.5,4.0,Automatic,Outra,Black,None reported,No,15925,15603.56
Outra,Tundra TRD Pro,2016,82720,E85 Flex Fuel,381.0,5.7,8.0,Automatic,Black,Black,None reported,No,36309,37668.91
BMW,X7 xDrive40i,2023,3922,Hybrid,375.0,3.0,6.0,DCT,Outra,Black,None reported,Yes,71298,72158.04
Mercedes-Benz,C-Class C 300 4MATIC Luxury,2011,153692,Gasoline,228.0,3.0,6.0,Automatic,Black,beige,At least 1 accident or damage reported,Yes,14551,12352.04
Chevrolet,Monte Carlo SS,2005,120701,Gasoline,240.0,3.8,6.0,Automatic,Black,Black,None reported,Yes,11375,10794.61
Outra,Lancer Evolution Base,2003,98960,Gasoline,271.0,2.0,4.0,Manual,Outra,Black,At least 1 accident or damage reported,Yes,25480,26511.72
Outra,Corolla LE,2003,200775,Gasoline,130.0,1.8,4.0,Manual,Outra,beige,At least 1 accident or damage reported,Yes,4545,5680.01
Chevrolet,Avalanche 1500 LTZ,2007,120900,E85 Flex Fuel,310.0,5.3,8.0,Automatic,Outra,Outra,None reported,Yes,15014,15056.39
Outra,Golf GTI 2.0T S 4-Door,2016,143232,Gasoline,210.0,2.0,4.0,Manual,Outra,Black,None reported,Yes,13195,14010.29
Outra,Optima Hybrid EX,2012,188647,Hybrid,206.0,2.4,4.0,Automatic,Black,Black,None reported,Yes,8099,8427.51
Outra,ProMaster 2500 High Roof,2019,141622,Gasoline,280.0,3.6,6.0,Automatic,white,Black,At least 1 accident or damage reported,Yes,36309,33320.66
Outra,Tundra Hybrid TRD Pro,2022,30578,Hybrid,437.0,3.4,6.0,Automatic,Outra,Black,None reported,Yes,64610,65534.28
Outra,CTS Luxury,2011,106539,Gasoline,270.0,3.0,6.0,Automatic,Black,Black,None reported,Yes,15014,15962.15
Outra,TL Technology,2013,64374,Gasoline,280.0,3.5,6.0,Automatic,Outra,Outra,None reported,Yes,21840,23749.57
Ford,F-150 Lariat,2020,42712,Gasoline,375.0,3.5,6.0,Automatic,white,Black,None reported,Yes,42765,43899.92
Outra,A8 L 55,2019,62764,Hybrid,335.0,3.0,6.0,Automatic,Black,Outra,None reported,Yes,45500,43833.65
Outra,Sprinter 2500 High Roof,2004,88514,Diesel,154.0,2.7,5.0,Automatic,white,Outra,None reported,Yes,21840,21499.82
Outra,QX80 Base,2016,96561,Gasoline,400.0,5.6,8.0,Automatic,Outra,beige,At least 1 accident or damage reported,Yes,23614,27211.26
Outra,Cayman Base,2007,120921,Gasoline,245.0,2.7,6.0,Manual,Black,Outra,At least 1 accident or damage reported,Yes,22749,20109.97
Outra,Acadia SLE-2,2015,154497,Gasoline,281.0,3.6,6.0,Automatic,Outra,beige,None reported,Yes,15470,15647.99
Outra,Boxster S,2005,71455,Gasoline,280.0,3.2,6.0,Manual,Outra,Black,None reported,Yes,27118,22896.96
Outra,Rover Range Rover Sport Supercharged,2008,226274,Gasoline,390.0,4.2,8.0,Automatic,Outra,beige,None reported,Yes,6825,8026.07
Outra,S5 3.0T Premium,2021,29129,Gasoline,349.0,3.0,6.0,Automatic,Outra,Outra,None reported,Yes,47138,48676.75
Mercedes-Benz,GL-Class GL 450,2011,181621,Gasoline,335.0,4.7,8.0,Automatic,white,Black,None reported,Yes,10919,11406.5
Outra,1500 Rebel,2018,88192,Gasoline,395.0,5.7,8.0,Automatic,white,Black,At least 1 accident or damage reported,Yes,33716,35436.03
Outra,Titan S,2017,32541,Gasoline,390.0,5.6,8.0,Automatic,white,Outra,None reported,Yes,29415,37497.87
Chevrolet,Silverado 3500 LTZ,2022,137116,Diesel,445.0,6.6,8.0,Automatic,Outra,Outra,None reported,Yes,61425,56248.46
BMW,550 Gran Turismo i,2013,127687,Gasoline,445.0,4.4,8.0,Automatic,Outra,Outra,None reported,Yes,15288,17106.6
Outra,Golf GTI 2.0T SE 4-Door,2018,113459,Gasoline,220.0,2.0,4.0,DCT,white,Black,None reported,Yes,20930,21002.73
Ford,F-150 XLT,2019,71551,Gasoline,325.0,2.7,6.0,Automatic,Outra,Outra,None reported,Yes,31395,33815.29
Mercedes-Benz,SLK-Class SLK 350,2015,25750,Gasoline,302.0,3.5,6.0,Automatic,white,Outra,At least 1 accident or damage reported,Yes,27755,29932.62
Outra,S4 3.0T Premium Plus,2022,17542,Gasoline,349.0,3.0,6.0,DCT,Black,Black,None reported,Yes,49049,50316.81
Outra,G70 3.3T Advanced,2019,77249,Gasoline,365.0,3.3,6.0,Automatic,Black,Black,None reported,Yes,27299,33286.19
Outra,MDX 3.7L Advance,2013,33394,Gasoline,300.0,3.7,6.0,Automatic,Black,Black,None reported,Yes,30030,30188.69
BMW,M6 Gran Coupe Base,2017,45005,Gasoline,560.0,4.4,8.0,Automatic,Outra,Black,None reported,Yes,52780,53429.71
Outra,Ghibli S Q4,2018,32187,Gasoline,424.0,3.0,6.0,Automatic,white,Outra,None reported,Yes,39130,45364.84
Outra,H2 Base,2003,241339,Gasoline,316.0,6.0,8.0,Automatic,Outra,beige,At least 1 accident or damage reported,Yes,11375,12334.89
BMW,X5 xDrive35i,2014,193121,Gasoline,300.0,3.0,6.0,DCT,Black,Black,None reported,No,18200,16681.64
BMW,335 i xDrive,2013,133333,Gasoline,300.0,3.0,6.0,Automatic,Outra,Black,None reported,Yes,18199,16900.49
Outra,Compass Latitude,2014,168981,Gasoline,158.0,2.0,4.0,Automatic,Black,Black,None reported,Yes,9964,10063.25
Outra,Sequoia TRD Pro,2020,60235,Gasoline,381.0,5.7,8.0,Automatic,white,Black,None reported,Yes,56055,52742.61
BMW,M3 Base,2003,204826,Gasoline,333.0,3.2,6.0,Manual,Outra,Black,None reported,Yes,13650,15951.27
Ford,Bronco Big Bend,2022,27359,Gasoline,275.0,2.3,4.0,Automatic,Outra,Outra,None reported,Yes,40040,40979.56
Outra,Yukon XL SLT,2023,45866,Gasoline,355.0,5.3,8.0,Automatic,Black,Black,None reported,Yes,61698,61066.55
Outra,A4 2.0T Premium Plus,2015,134251,E85 Flex Fuel,220.0,2.0,4.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,14560,14817.62
Outra,A7 3.0T Premium,2019,73869,Hybrid,335.0,3.0,6.0,DCT,Black,Black,At least 1 accident or damage reported,Yes,37765,38999.17
Chevrolet,Corvette Base,2003,233355,Gasoline,350.0,5.7,8.0,Automatic,Outra,Black,None reported,Yes,20020,17529.27
Chevrolet,Corvette Stingray w/1LT,2023,14484,Gasoline,490.0,6.2,8.0,Automatic,white,Outra,None reported,Yes,75075,73363.45
Ford,F-250 XLT,2014,95690,Diesel,400.0,6.7,8.0,Automatic,Black,Outra,At least 1 accident or damage reported,Yes,37309,37168.69
Outra,Camry Solara SE,2008,93104,Gasoline,210.0,3.3,6.0,Automatic,Outra,Outra,None reported,No,12649,14246.48
Outra,Crossfire Limited,2005,187199,Gasoline,215.0,3.2,6.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,5460,6389.11
Ford,Explorer XLT,2017,271979,E85 Flex Fuel,290.0,3.5,6.0,Automatic,white,beige,None reported,Yes,11830,13347.62
Chevrolet,Camaro Z28,2002,57156,Gasoline,310.0,5.7,8.0,Manual,Outra,Black,At least 1 accident or damage reported,Yes,19110,21108.83
Mercedes-Benz,Sprinter 2500,2011,193121,Diesel,188.0,3.0,6.0,Automatic,Black,Outra,None reported,Yes,29119,23457.34
Outra,Corsair Standard,2022,7274,Gasoline,250.0,2.0,4.0,Automatic,Outra,beige,None reported,Yes,35035,38443.72
Outra,Rover Range Rover Velar P250 SE R-Dynamic,2019,93342,Gasoline,247.0,2.0,4.0,Automatic,white,Black,None reported,Yes,34580,32145.57
BMW,535 i xDrive,2015,94411,Gasoline,300.0,3.0,6.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,19064,20861.26
Mercedes-Benz,AMG GLE 43 Coupe 4MATIC,2018,84803,Gasoline,385.0,3.0,6.0,DCT,Outra,Black,None reported,Yes,45499,42714.48
Outra,A5 2.0T Premium,2018,85295,Gasoline,252.0,2.0,4.0,Automatic,white,Outra,At least 1 accident or damage reported,Yes,25480,25010.74
Outra,Prius Touring,2009,229332,Hybrid,76.0,1.5,4.0,Automatic,Outra,beige,None reported,Yes,6369,6121.23
BMW,M4 Base,2020,36460,Gasoline,425.0,3.0,6.0,Automatic,Outra,Black,None reported,Yes,58239,57389.11
Outra,Enclave Leather,2015,144400,Gasoline,288.0,3.6,6.0,Automatic,white,Outra,None reported,Yes,14560,15219.79
Outra,Dart SE,2015,106217,Gasoline,160.0,2.0,4.0,Manual,Black,Black,None reported,Yes,10920,11921.22
Outra,IS 350 Base,2007,165762,Gasoline,306.0,3.5,6.0,Automatic,Outra,beige,At least 1 accident or damage reported,Yes,11739,11633.74
Outra,911 Carrera,2010,99136,Gasoline,345.0,3.6,6.0,Automatic,Black,Black,None reported,Yes,47092,35910.98
Ford,F-150 XLT,2018,108872,Gasoline,375.0,3.5,6.0,Automatic,Outra,Outra,None reported,Yes,27300,30541.49
Outra,TLX Base,2016,72420,Gasoline,206.0,2.4,4.0,Automatic,Outra,Outra,None reported,Yes,15015,17010.66
Outra,Highlander Hybrid XLE,2019,111608,Hybrid,306.0,3.5,6.0,Automatic,Black,Outra,None reported,Yes,32760,31837.23
BMW,650 i,2006,196567,Gasoline,360.0,4.8,8.0,Manual,Outra,Black,None reported,Yes,9555,11072.84
Outra,A3 2.0T Premium,2016,145420,Gasoline,220.0,2.0,4.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,14104,14793.07
Outra,Genesis 3.8,2015,148422,Gasoline,311.0,3.8,6.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,15470,16166.47
BMW,M3 Base,2009,180247,Gasoline,420.0,4.0,8.0,DCT,Outra,Black,At least 1 accident or damage reported,Yes,25480,22588.9
Outra,IS 350 F Sport,2021,43130,Gasoline,311.0,3.5,6.0,Automatic,Black,Outra,None reported,Yes,40040,41233.91
BMW,335 i,2009,83659,Gasoline,300.0,3.0,6.0,Manual,Outra,Outra,None reported,Yes,18199,18685.06
Chevrolet,Silverado 1500 Base,2000,156106,Gasoline,200.0,4.3,6.0,Automatic,white,Outra,None reported,Yes,25025,17658.73
Ford,F-350 XL,2017,251787,Diesel,440.0,6.7,8.0,Automatic,white,beige,None reported,Yes,36400,36552.88
Outra,GT-R Premium,2010,74191,Gasoline,485.0,3.8,6.0,Automatic,Outra,Black,None reported,Yes,66429,60266.64
Ford,F-250 Lariat,2015,110641,Diesel,440.0,6.7,8.0,DCT,Outra,Black,None reported,Yes,40950,40269.19
Outra,Avalon XLS,2004,145847,Gasoline,210.0,3.0,6.0,Automatic,Outra,Outra,None reported,Yes,5005,6135.02
Outra,Panamera Base,2018,68397,Gasoline,330.0,3.0,6.0,Automatic,Black,beige,At least 1 accident or damage reported,Yes,49139,44827.51
Mercedes-Benz,SL-Class SL550 Roadster,2008,241402,Gasoline,382.0,5.5,8.0,Automatic,Black,beige,None reported,Yes,15288,14416.19
Mercedes-Benz,S-Class S 63 AMG,2015,65822,Gasoline,577.0,5.5,8.0,Automatic,white,Outra,None reported,Yes,54372,52296.45
Outra,CX-7 Grand Touring,2007,133817,Gasoline,244.0,2.3,4.0,Automatic,white,beige,None reported,Yes,6324,9032.67
Chevrolet,Camaro 2SS,2016,263932,Gasoline,455.0,6.2,8.0,Automatic,Black,Outra,None reported,Yes,19565,23507.9
Mercedes-Benz,E-Class E 350 4MATIC,2014,133756,Gasoline,302.0,3.5,6.0,Automatic,Black,Black,None reported,Yes,14105,15003.93
BMW,M5 Base,2018,50035,Gasoline,600.0,4.4,8.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,61880,60607.11
Chevrolet,Camaro 1LT,2021,16576,Gasoline,335.0,3.6,6.0,Manual,Black,Black,None reported,Yes,27209,34950.44
Outra,Impreza 2.0i,2019,48280,Gasoline,152.0,2.0,4.0,CVT,Outra,Black,At least 1 accident or damage reported,Yes,19338,19508.05
Outra,Armada SV,2017,301174,Gasoline,390.0,5.6,8.0,Automatic,Black,Black,None reported,Yes,15465,16991.62
Outra,SRX Luxury Collection,2016,113464,Gasoline,308.0,3.6,6.0,Automatic,Outra,beige,None reported,Yes,14105,19229.51
Outra,911 Carrera S,2014,48280,Gasoline,400.0,3.8,6.0,Automatic,Black,Outra,None reported,Yes,71435,69575.05
Outra,350Z Touring,2007,144841,Gasoline,306.0,3.5,6.0,Manual,white,Outra,At least 1 accident or damage reported,Yes,10920,13435.11
