Brand_Mod,model,model_year,KM,fuel,HP,Litros,Cilindros,transmission_mod,ext_col_mod,int_col_mod,accident_mod,clean_title_mod,price_eur,Preco Previsto,Data_Pedido,Data_Resposta,rating
Outra,Cooper Base,2010,93342,Gasoline,118.0,1.6,4.0,Automatic,Outra,Black,None reported,Yes,7280,8314,2023-12-18,2023-12-20,8.9
Outra,Hardtop Cooper S,2017,71294,Gasoline,189.0,2.0,4.0,Manual,Outra,Black,None reported,Yes,18913,19138,2022-12-24,2022-12-26,5.6
Outra,GS 350 Base,2016,206048,Gasoline,311.0,3.5,6.0,DCT,Outra,Black,None reported,Yes,16380,16487,2022-06-12,2022-06-14,9.9
BMW,X3 M AWD,2021,50694,Gasoline,473.0,3.0,6.0,Automatic,Black,Black,None reported,Yes,49595,54463,2022-01-13,2022-01-17,9.7
Outra,Rover Range Rover Evoque SE Premium,2018,67794,Gasoline,237.0,2.0,4.0,DCT,white,Black,None reported,Yes,35489,32436,2022-07-09,2022-07-13,2.6
Outra,CTS 3.6L Premium,2014,111046,Gasoline,321.0,3.6,6.0,Automatic,Outra,Black,None reported,Yes,17745,18730,2022-12-06,2022-12-08,7.2
Outra,RX 330 Base,2004,244453,Gasoline,230.0,3.3,6.0,Automatic,Outra,Outra,None reported,Yes,7189,6845,2023-11-11,2023-11-14,8.7
Outra,A8 L 4.0T,2016,229599,Gasoline,450.0,4.0,8.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,20020,21690,2022-12-05,2022-12-06,1.9
Chevrolet,Silverado 2500 High Country,2022,30352,Diesel,445.0,6.6,8.0,Automatic,Outra,Outra,None reported,Yes,67795,66923,2023-04-05,2023-04-07,2.2
Outra,Altima 2.5 S,2003,304166,Gasoline,175.0,2.5,4.0,Automatic,Outra,beige,At least 1 accident or damage reported,Yes,2638,3675,2022-12-29,2022-12-31,3.8
Chevrolet,Avalanche 1500 LT,2012,238183,E85 Flex Fuel,320.0,5.3,8.0,Automatic,Black,Black,None reported,Yes,16380,14828,2022-02-05,2022-02-07,1.1
Mercedes-Benz,SLK-Class SLK 350,2012,70811,Gasoline,302.0,3.5,6.0,DCT,Outra,Outra,At least 1 accident or damage reported,Yes,20222,20222,2023-09-09,2023-09-11,3.5
Outra,1500 SLT,2018,99461,E85 Flex Fuel,305.0,3.6,6.0,Automatic,Black,Outra,None reported,Yes,29120,28197,2023-01-05,2023-01-09,1.4
Outra,CTS Luxury,2012,181856,Gasoline,270.0,3.0,6.0,Automatic,white,beige,None reported,Yes,9100,9756,2023-12-13,2023-12-14,1.9
Chevrolet,Malibu LT,2018,85456,Gasoline,160.0,1.5,4.0,Automatic,Outra,Black,None reported,Yes,15925,15638,2023-06-06,2023-06-08,5.9
Outra,911 Carrera 4S,2006,128748,Gasoline,355.0,3.8,6.0,Manual,Black,beige,None reported,Yes,39130,32358,2023-11-30,2023-12-01,2.0
Ford,Transit-350 XLT,2023,32187,Gasoline,310.0,3.5,6.0,Automatic,Black,Black,None reported,Yes,71434,63098,2022-08-11,2022-08-14,1.1
Outra,Wrangler Unlimited Sahara,2017,205996,Gasoline,285.0,3.6,6.0,Automatic,Outra,Black,None reported,Yes,24388,21740,2023-05-09,2023-05-12,2.2
Outra,718 Cayman S,2019,15289,Gasoline,350.0,2.5,4.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,62790,60321,2022-12-22,2022-12-23,8.7
Mercedes-Benz,C-Class C 63 AMG,2012,165762,Gasoline,451.0,6.3,8.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,36400,31079,2023-03-15,2023-03-17,6.8
Outra,Veloster Base,2013,1287,Gasoline,132.0,1.6,4.0,DCT,Black,Outra,None reported,Yes,8918,13353,2023-02-20,2023-02-21,3.9
Outra,XK R,2012,61771,Gasoline,510.0,5.0,8.0,Automatic,white,Black,None reported,Yes,33624,34765,2022-08-14,2022-08-18,4.9
Outra,300 Base,2014,136794,Gasoline,292.0,3.6,6.0,Automatic,white,Outra,At least 1 accident or damage reported,Yes,10238,12638,2023-01-13,2023-01-16,8.0
Outra,Type 57 Base,2004,55126,Gasoline,543.0,5.5,12.0,Automatic,Outra,Outra,None reported,Yes,58468,57594,2022-11-14,2022-11-16,5.5
Outra,Optima Hybrid LX,2013,165941,Hybrid,199.0,2.4,4.0,Automatic,Outra,beige,At least 1 accident or damage reported,Yes,8372,9644,2023-09-20,2023-09-24,9.1
Chevrolet,Camaro LT1,2022,10783,Gasoline,455.0,6.2,8.0,Automatic,Outra,Black,None reported,Yes,35945,40365,2022-03-08,2022-03-11,4.2
Ford,Mustang V6,2016,86905,Gasoline,300.0,3.7,6.0,Automatic,white,Black,None reported,Yes,21839,24559,2022-03-10,2022-03-13,9.2
Outra,TT Roadster quattro,2002,111528,Gasoline,225.0,1.8,4.0,Manual,Outra,Black,At least 1 accident or damage reported,Yes,9095,12431,2023-04-05,2023-04-08,3.6
BMW,X5 PHEV xDrive45e,2023,8591,Plug-In Hybrid,389.0,3.0,6.0,Automatic,Outra,Outra,None reported,Yes,69615,68501,2022-07-28,2022-07-29,1.3
Outra,New Compass Trailhawk,2017,191512,Gasoline,180.0,2.4,4.0,Automatic,Outra,Black,None reported,Yes,14469,13844,2023-08-26,2023-08-27,7.5
Outra,GTO Base,2005,229032,Gasoline,400.0,6.0,8.0,Manual,Outra,Outra,At least 1 accident or damage reported,Yes,20019,19030,2023-08-11,2023-08-15,5.6
Outra,ForTwo Pure,2008,99128,Gasoline,70.0,1.0,3.0,Automatic,Outra,Outra,None reported,Yes,4550,5981,2022-09-28,2022-10-02,7.5
Chevrolet,Corvette Base,2002,71082,Gasoline,350.0,5.7,8.0,Automatic,Outra,Black,None reported,Yes,27300,25383,2022-09-29,2022-10-01,3.2
Outra,G70 3.3T,2022,19312,Gasoline,365.0,3.3,6.0,Automatic,Outra,beige,None reported,Yes,37310,42009,2022-10-05,2022-10-08,7.6
Ford,Maverick XLT,2022,26393,Hybrid,191.0,2.5,4.0,CVT,Outra,Outra,None reported,Yes,30940,32077,2023-10-13,2023-10-17,9.1
Outra,Sebring LX,2008,108314,Gasoline,173.0,2.4,4.0,Automatic,Outra,Outra,None reported,Yes,4459,6213,2022-02-23,2022-02-25,5.0
Outra,4Runner SR5,2018,51819,Gasoline,270.0,4.0,6.0,Automatic,Outra,Black,None reported,Yes,32305,31476,2023-12-16,2023-12-17,6.5
Chevrolet,Traverse Premier,2020,83686,Gasoline,310.0,3.6,6.0,Automatic,white,Black,None reported,Yes,32578,35315,2023-08-21,2023-08-23,8.3
BMW,i8 Base,2015,1362,Plug-In Hybrid,357.0,1.5,3.0,Automatic,white,Outra,None reported,Yes,79169,69948,2022-04-26,2022-04-28,3.6
Outra,Armada Platinum,2022,13518,Gasoline,400.0,5.6,8.0,Automatic,Outra,beige,None reported,Yes,54554,51241,2023-01-08,2023-01-11,7.9
Chevrolet,Avalanche 1500 LS,2005,209215,E85 Flex Fuel,295.0,5.3,8.0,Automatic,Outra,Outra,None reported,Yes,6552,7671,2023-03-09,2023-03-12,1.9
Ford,Transit Connect XL,2020,191512,Gasoline,169.0,2.5,4.0,Automatic,white,Black,None reported,Yes,16380,15548,2022-05-09,2022-05-12,4.2
Outra,Rover Discovery HSE,2018,136794,Gasoline,340.0,3.0,6.0,Automatic,Outra,Black,None reported,Yes,30030,30208,2023-09-30,2023-10-01,6.7
Ford,F-250 XL,2016,121023,E85 Flex Fuel,385.0,6.2,8.0,Automatic,white,Outra,None reported,Yes,20020,25750,2023-08-19,2023-08-23,8.0
BMW,M3 Base,2015,105895,Gasoline,425.0,3.0,6.0,DCT,white,Outra,None reported,Yes,40904,39093,2022-03-17,2022-03-19,5.8
Outra,Mazda3 i SV,2015,147577,Gasoline,155.0,2.0,4.0,Automatic,Outra,Black,None reported,Yes,10920,11202,2022-09-18,2022-09-21,9.8
Mercedes-Benz,CLS-Class CLS 400 4MATIC,2016,100238,Gasoline,329.0,3.0,6.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,27254,25206,2022-06-20,2022-06-22,4.2
Outra,Quest SL,2011,297729,Gasoline,260.0,3.5,6.0,Automatic,white,Outra,At least 1 accident or damage reported,Yes,6825,7156,2023-01-15,2023-01-19,6.1
Mercedes-Benz,Sprinter High Roof,2014,104607,Diesel,188.0,3.0,6.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,50049,43566,2022-05-06,2022-05-08,8.2
Mercedes-Benz,Sprinter 3500 High Roof,2017,200573,Diesel,188.0,3.0,6.0,Automatic,Black,Black,None reported,Yes,68250,54220,2023-04-02,2023-04-05,1.0
Mercedes-Benz,E-Class E 550,2017,90123,Gasoline,402.0,4.7,8.0,DCT,Outra,Outra,None reported,Yes,32532,33046,2023-08-16,2023-08-18,1.6
Outra,Boxster Base,2010,104285,Gasoline,255.0,2.9,6.0,Manual,Outra,Outra,At least 1 accident or damage reported,Yes,19019,18951,2022-10-09,2022-10-12,2.8
Outra,XF Luxury,2009,147240,Gasoline,300.0,4.2,8.0,Automatic,Outra,beige,None reported,Yes,6370,9313,2023-03-29,2023-03-31,6.5
Outra,Seltos S,2023,8340,Gasoline,146.0,2.0,4.0,Automatic,white,Black,None reported,Yes,29575,28828,2023-11-15,2023-11-19,6.1
Outra,Yukon Denali,2019,142346,Gasoline,420.0,6.2,8.0,Automatic,Black,beige,At least 1 accident or damage reported,Yes,39039,40766,2022-05-30,2022-05-31,8.3
Outra,Rogue SL,2017,125706,Gasoline,170.0,2.5,4.0,Automatic,Outra,Black,None reported,No,15925,15603,2022-05-24,2022-05-25,2.0
Outra,Tundra TRD Pro,2016,82720,E85 Flex Fuel,381.0,5.7,8.0,Automatic,Black,Black,None reported,No,36309,37668,2022-07-13,2022-07-14,8.2
BMW,X7 xDrive40i,2023,3922,Hybrid,375.0,3.0,6.0,DCT,Outra,Black,None reported,Yes,71298,72158,2022-01-28,2022-01-30,7.8
Mercedes-Benz,C-Class C 300 4MATIC Luxury,2011,153692,Gasoline,228.0,3.0,6.0,Automatic,Black,beige,At least 1 accident or damage reported,Yes,14551,12352,2022-03-14,2022-03-17,6.7
Chevrolet,Monte Carlo SS,2005,120701,Gasoline,240.0,3.8,6.0,Automatic,Black,Black,None reported,Yes,11375,10794,2022-12-30,2023-01-03,6.7
Outra,Lancer Evolution Base,2003,98960,Gasoline,271.0,2.0,4.0,Manual,Outra,Black,At least 1 accident or damage reported,Yes,25480,26511,2023-03-09,2023-03-13,6.1
Outra,Corolla LE,2003,200775,Gasoline,130.0,1.8,4.0,Manual,Outra,beige,At least 1 accident or damage reported,Yes,4545,5680,2022-03-17,2022-03-21,7.3
Chevrolet,Avalanche 1500 LTZ,2007,120900,E85 Flex Fuel,310.0,5.3,8.0,Automatic,Outra,Outra,None reported,Yes,15014,15056,2023-05-14,2023-05-15,6.6
Outra,Golf GTI 2.0T S 4-Door,2016,143232,Gasoline,210.0,2.0,4.0,Manual,Outra,Black,None reported,Yes,13195,14010,2022-12-18,2022-12-21,9.0
Outra,Optima Hybrid EX,2012,188647,Hybrid,206.0,2.4,4.0,Automatic,Black,Black,None reported,Yes,8099,8427,2022-07-31,2022-08-01,2.2
Outra,ProMaster 2500 High Roof,2019,141622,Gasoline,280.0,3.6,6.0,Automatic,white,Black,At least 1 accident or damage reported,Yes,36309,33320,2023-03-02,2023-03-06,6.2
Outra,Tundra Hybrid TRD Pro,2022,30578,Hybrid,437.0,3.4,6.0,Automatic,Outra,Black,None reported,Yes,64610,65534,2022-07-14,2022-07-15,4.1
Outra,CTS Luxury,2011,106539,Gasoline,270.0,3.0,6.0,Automatic,Black,Black,None reported,Yes,15014,15962,2022-01-27,2022-01-29,5.5
Outra,TL Technology,2013,64374,Gasoline,280.0,3.5,6.0,Automatic,Outra,Outra,None reported,Yes,21840,23749,2022-06-01,2022-06-03,7.9
Ford,F-150 Lariat,2020,42712,Gasoline,375.0,3.5,6.0,Automatic,white,Black,None reported,Yes,42765,43899,2022-02-05,2022-02-07,3.4
Outra,A8 L 55,2019,62764,Hybrid,335.0,3.0,6.0,Automatic,Black,Outra,None reported,Yes,45500,43833,2022-04-29,2022-05-02,3.9
Outra,Sprinter 2500 High Roof,2004,88514,Diesel,154.0,2.7,5.0,Automatic,white,Outra,None reported,Yes,21840,21499,2022-05-21,2022-05-25,5.3
Outra,QX80 Base,2016,96561,Gasoline,400.0,5.6,8.0,Automatic,Outra,beige,At least 1 accident or damage reported,Yes,23614,27211,2022-04-14,2022-04-17,6.8
Outra,Cayman Base,2007,120921,Gasoline,245.0,2.7,6.0,Manual,Black,Outra,At least 1 accident or damage reported,Yes,22749,20109,2023-03-20,2023-03-23,2.9
Outra,Acadia SLE-2,2015,154497,Gasoline,281.0,3.6,6.0,Automatic,Outra,beige,None reported,Yes,15470,15647,2023-02-18,2023-02-22,8.1
Outra,Boxster S,2005,71455,Gasoline,280.0,3.2,6.0,Manual,Outra,Black,None reported,Yes,27118,22896,2022-07-23,2022-07-25,8.8
Outra,Rover Range Rover Sport Supercharged,2008,226274,Gasoline,390.0,4.2,8.0,Automatic,Outra,beige,None reported,Yes,6825,8026,2022-10-15,2022-10-19,5.2
Outra,S5 3.0T Premium,2021,29129,Gasoline,349.0,3.0,6.0,Automatic,Outra,Outra,None reported,Yes,47138,48676,2023-04-07,2023-04-10,6.9
Mercedes-Benz,GL-Class GL 450,2011,181621,Gasoline,335.0,4.7,8.0,Automatic,white,Black,None reported,Yes,10919,11406,2023-06-22,2023-06-23,9.6
Outra,1500 Rebel,2018,88192,Gasoline,395.0,5.7,8.0,Automatic,white,Black,At least 1 accident or damage reported,Yes,33716,35436,2022-11-26,2022-11-29,7.9
Outra,Titan S,2017,32541,Gasoline,390.0,5.6,8.0,Automatic,white,Outra,None reported,Yes,29415,37497,2022-08-10,2022-08-13,5.4
Chevrolet,Silverado 3500 LTZ,2022,137116,Diesel,445.0,6.6,8.0,Automatic,Outra,Outra,None reported,Yes,61425,56248,2022-08-03,2022-08-06,8.8
BMW,550 Gran Turismo i,2013,127687,Gasoline,445.0,4.4,8.0,Automatic,Outra,Outra,None reported,Yes,15288,17106,2023-04-27,2023-04-29,7.9
Outra,Golf GTI 2.0T SE 4-Door,2018,113459,Gasoline,220.0,2.0,4.0,DCT,white,Black,None reported,Yes,20930,21002,2022-08-08,2022-08-10,9.9
Ford,F-150 XLT,2019,71551,Gasoline,325.0,2.7,6.0,Automatic,Outra,Outra,None reported,Yes,31395,33815,2022-10-08,2022-10-11,6.1
Mercedes-Benz,SLK-Class SLK 350,2015,25750,Gasoline,302.0,3.5,6.0,Automatic,white,Outra,At least 1 accident or damage reported,Yes,27755,29932,2023-08-05,2023-08-07,4.5
Outra,S4 3.0T Premium Plus,2022,17542,Gasoline,349.0,3.0,6.0,DCT,Black,Black,None reported,Yes,49049,50316,2023-11-02,2023-11-05,7.9
Outra,G70 3.3T Advanced,2019,77249,Gasoline,365.0,3.3,6.0,Automatic,Black,Black,None reported,Yes,27299,33286,2022-12-03,2022-12-06,1.1
Outra,MDX 3.7L Advance,2013,33394,Gasoline,300.0,3.7,6.0,Automatic,Black,Black,None reported,Yes,30030,30188,2023-09-24,2023-09-27,3.0
BMW,M6 Gran Coupe Base,2017,45005,Gasoline,560.0,4.4,8.0,Automatic,Outra,Black,None reported,Yes,52780,53429,2023-07-08,2023-07-11,8.9
Outra,Ghibli S Q4,2018,32187,Gasoline,424.0,3.0,6.0,Automatic,white,Outra,None reported,Yes,39130,45364,2022-04-17,2022-04-18,1.8
Outra,H2 Base,2003,241339,Gasoline,316.0,6.0,8.0,Automatic,Outra,beige,At least 1 accident or damage reported,Yes,11375,12334,2023-11-29,2023-12-02,6.5
BMW,X5 xDrive35i,2014,193121,Gasoline,300.0,3.0,6.0,DCT,Black,Black,None reported,No,18200,16681,2023-07-16,2023-07-20,5.2
BMW,335 i xDrive,2013,133333,Gasoline,300.0,3.0,6.0,Automatic,Outra,Black,None reported,Yes,18199,16900,2022-12-15,2022-12-19,2.0
Outra,Compass Latitude,2014,168981,Gasoline,158.0,2.0,4.0,Automatic,Black,Black,None reported,Yes,9964,10063,2022-07-11,2022-07-12,8.9
Outra,Sequoia TRD Pro,2020,60235,Gasoline,381.0,5.7,8.0,Automatic,white,Black,None reported,Yes,56055,52742,2022-08-10,2022-08-11,5.1
BMW,M3 Base,2003,204826,Gasoline,333.0,3.2,6.0,Manual,Outra,Black,None reported,Yes,13650,15951,2023-08-13,2023-08-15,2.5
Ford,Bronco Big Bend,2022,27359,Gasoline,275.0,2.3,4.0,Automatic,Outra,Outra,None reported,Yes,40040,40979,2022-02-13,2022-02-15,6.2
Outra,Yukon XL SLT,2023,45866,Gasoline,355.0,5.3,8.0,Automatic,Black,Black,None reported,Yes,61698,61066,2022-04-15,2022-04-18,1.2
Outra,A4 2.0T Premium Plus,2015,134251,E85 Flex Fuel,220.0,2.0,4.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,14560,14817,2023-12-18,2023-12-19,2.0
Outra,A7 3.0T Premium,2019,73869,Hybrid,335.0,3.0,6.0,DCT,Black,Black,At least 1 accident or damage reported,Yes,37765,38999,2023-11-28,2023-12-02,3.2
Chevrolet,Corvette Base,2003,233355,Gasoline,350.0,5.7,8.0,Automatic,Outra,Black,None reported,Yes,20020,17529,2023-12-08,2023-12-12,5.6
Chevrolet,Corvette Stingray w/1LT,2023,14484,Gasoline,490.0,6.2,8.0,Automatic,white,Outra,None reported,Yes,75075,73363,2023-01-24,2023-01-27,6.4
Ford,F-250 XLT,2014,95690,Diesel,400.0,6.7,8.0,Automatic,Black,Outra,At least 1 accident or damage reported,Yes,37309,37168,2023-09-30,2023-10-01,5.3
Outra,Camry Solara SE,2008,93104,Gasoline,210.0,3.3,6.0,Automatic,Outra,Outra,None reported,No,12649,14246,2023-05-28,2023-05-31,2.3
Outra,Crossfire Limited,2005,187199,Gasoline,215.0,3.2,6.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,5460,6389,2023-01-27,2023-01-29,4.9
Ford,Explorer XLT,2017,271979,E85 Flex Fuel,290.0,3.5,6.0,Automatic,white,beige,None reported,Yes,11830,13347,2022-10-04,2022-10-08,1.9
Chevrolet,Camaro Z28,2002,57156,Gasoline,310.0,5.7,8.0,Manual,Outra,Black,At least 1 accident or damage reported,Yes,19110,21108,2023-09-27,2023-09-28,1.2
Mercedes-Benz,Sprinter 2500,2011,193121,Diesel,188.0,3.0,6.0,Automatic,Black,Outra,None reported,Yes,29119,23457,2022-03-18,2022-03-20,9.6
Outra,Corsair Standard,2022,7274,Gasoline,250.0,2.0,4.0,Automatic,Outra,beige,None reported,Yes,35035,38443,2023-05-02,2023-05-05,2.7
Outra,Rover Range Rover Velar P250 SE R-Dynamic,2019,93342,Gasoline,247.0,2.0,4.0,Automatic,white,Black,None reported,Yes,34580,32145,2022-04-19,2022-04-22,8.0
BMW,535 i xDrive,2015,94411,Gasoline,300.0,3.0,6.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,19064,20861,2023-01-16,2023-01-20,8.2
Mercedes-Benz,AMG GLE 43 Coupe 4MATIC,2018,84803,Gasoline,385.0,3.0,6.0,DCT,Outra,Black,None reported,Yes,45499,42714,2022-02-18,2022-02-22,3.8
Outra,A5 2.0T Premium,2018,85295,Gasoline,252.0,2.0,4.0,Automatic,white,Outra,At least 1 accident or damage reported,Yes,25480,25010,2023-06-10,2023-06-12,8.8
Outra,Prius Touring,2009,229332,Hybrid,76.0,1.5,4.0,Automatic,Outra,beige,None reported,Yes,6369,6121,2023-11-30,2023-12-02,6.4
BMW,M4 Base,2020,36460,Gasoline,425.0,3.0,6.0,Automatic,Outra,Black,None reported,Yes,58239,57389,2022-12-24,2022-12-25,2.0
Outra,Enclave Leather,2015,144400,Gasoline,288.0,3.6,6.0,Automatic,white,Outra,None reported,Yes,14560,15219,2023-02-06,2023-02-08,3.6
Outra,Dart SE,2015,106217,Gasoline,160.0,2.0,4.0,Manual,Black,Black,None reported,Yes,10920,11921,2022-05-23,2022-05-24,6.9
Outra,IS 350 Base,2007,165762,Gasoline,306.0,3.5,6.0,Automatic,Outra,beige,At least 1 accident or damage reported,Yes,11739,11633,2023-03-14,2023-03-16,3.7
Outra,911 Carrera,2010,99136,Gasoline,345.0,3.6,6.0,Automatic,Black,Black,None reported,Yes,47092,35910,2023-08-27,2023-08-29,1.2
Ford,F-150 XLT,2018,108872,Gasoline,375.0,3.5,6.0,Automatic,Outra,Outra,None reported,Yes,27300,30541,2023-12-10,2023-12-12,5.5
Outra,TLX Base,2016,72420,Gasoline,206.0,2.4,4.0,Automatic,Outra,Outra,None reported,Yes,15015,17010,2022-06-11,2022-06-12,4.4
Outra,Highlander Hybrid XLE,2019,111608,Hybrid,306.0,3.5,6.0,Automatic,Black,Outra,None reported,Yes,32760,31837,2022-01-31,2022-02-04,8.1
BMW,650 i,2006,196567,Gasoline,360.0,4.8,8.0,Manual,Outra,Black,None reported,Yes,9555,11072,2023-10-29,2023-11-01,3.7
Outra,A3 2.0T Premium,2016,145420,Gasoline,220.0,2.0,4.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,14104,14793,2022-05-22,2022-05-25,7.8
Outra,Genesis 3.8,2015,148422,Gasoline,311.0,3.8,6.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,15470,16166,2023-12-03,2023-12-07,5.6
BMW,M3 Base,2009,180247,Gasoline,420.0,4.0,8.0,DCT,Outra,Black,At least 1 accident or damage reported,Yes,25480,22588,2022-05-14,2022-05-15,9.9
Outra,IS 350 F Sport,2021,43130,Gasoline,311.0,3.5,6.0,Automatic,Black,Outra,None reported,Yes,40040,41233,2022-10-02,2022-10-05,6.4
BMW,335 i,2009,83659,Gasoline,300.0,3.0,6.0,Manual,Outra,Outra,None reported,Yes,18199,18685,2023-09-21,2023-09-24,7.4
Chevrolet,Silverado 1500 Base,2000,156106,Gasoline,200.0,4.3,6.0,Automatic,white,Outra,None reported,Yes,25025,17658,2023-03-10,2023-03-11,3.9
Ford,F-350 XL,2017,251787,Diesel,440.0,6.7,8.0,Automatic,white,beige,None reported,Yes,36400,36552,2023-04-01,2023-04-03,1.4
Outra,GT-R Premium,2010,74191,Gasoline,485.0,3.8,6.0,Automatic,Outra,Black,None reported,Yes,66429,60266,2022-11-30,2022-12-03,3.8
Ford,F-250 Lariat,2015,110641,Diesel,440.0,6.7,8.0,DCT,Outra,Black,None reported,Yes,40950,40269,2023-04-13,2023-04-14,9.1
Outra,Avalon XLS,2004,145847,Gasoline,210.0,3.0,6.0,Automatic,Outra,Outra,None reported,Yes,5005,6135,2023-06-30,2023-07-01,6.2
Outra,Panamera Base,2018,68397,Gasoline,330.0,3.0,6.0,Automatic,Black,beige,At least 1 accident or damage reported,Yes,49139,44827,2023-04-06,2023-04-07,5.9
Mercedes-Benz,SL-Class SL550 Roadster,2008,241402,Gasoline,382.0,5.5,8.0,Automatic,Black,beige,None reported,Yes,15288,14416,2022-06-02,2022-06-06,9.5
Mercedes-Benz,S-Class S 63 AMG,2015,65822,Gasoline,577.0,5.5,8.0,Automatic,white,Outra,None reported,Yes,54372,52296,2022-11-04,2022-11-07,3.4
Outra,CX-7 Grand Touring,2007,133817,Gasoline,244.0,2.3,4.0,Automatic,white,beige,None reported,Yes,6324,9032,2022-11-19,2022-11-21,2.8
Chevrolet,Camaro 2SS,2016,263932,Gasoline,455.0,6.2,8.0,Automatic,Black,Outra,None reported,Yes,19565,23507,2023-06-23,2023-06-25,7.0
Mercedes-Benz,E-Class E 350 4MATIC,2014,133756,Gasoline,302.0,3.5,6.0,Automatic,Black,Black,None reported,Yes,14105,15003,2022-09-11,2022-09-13,3.3
BMW,M5 Base,2018,50035,Gasoline,600.0,4.4,8.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,61880,60607,2023-10-07,2023-10-09,7.8
Chevrolet,Camaro 1LT,2021,16576,Gasoline,335.0,3.6,6.0,Manual,Black,Black,None reported,Yes,27209,34950,2022-10-28,2022-10-31,7.5
Outra,Impreza 2.0i,2019,48280,Gasoline,152.0,2.0,4.0,CVT,Outra,Black,At least 1 accident or damage reported,Yes,19338,19508,2022-03-12,2022-03-13,1.4
Outra,Armada SV,2017,301174,Gasoline,390.0,5.6,8.0,Automatic,Black,Black,None reported,Yes,15465,16991,2022-08-07,2022-08-10,3.4
Outra,SRX Luxury Collection,2016,113464,Gasoline,308.0,3.6,6.0,Automatic,Outra,beige,None reported,Yes,14105,19229,2023-12-16,2023-12-18,7.4
Outra,911 Carrera S,2014,48280,Gasoline,400.0,3.8,6.0,Automatic,Black,Outra,None reported,Yes,71435,69575,2022-03-08,2022-03-11,3.5
Outra,350Z Touring,2007,144841,Gasoline,306.0,3.5,6.0,Manual,white,Outra,At least 1 accident or damage reported,Yes,10920,13435,2022-07-12,2022-07-14,3.3
Mercedes-Benz,Sprinter 2500 Standard Roof,2021,21475,Diesel,188.0,3.0,6.0,Automatic,Outra,Black,None reported,Yes,51415,46272,2023-04-07,2023-04-08,2.8
Outra,Wrangler SE,2003,114263,Gasoline,150.0,2.4,4.0,Manual,Outra,Outra,None reported,Yes,11374,11392,2023-12-03,2023-12-05,2.2
Mercedes-Benz,M-Class ML 350,2011,159647,Gasoline,268.0,3.5,6.0,Automatic,Black,Black,None reported,Yes,10829,11131,2023-08-06,2023-08-09,2.6
BMW,X3 xDrive30i,2020,69202,Gasoline,248.0,2.0,4.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,36400,35055,2023-06-08,2023-06-11,9.5
Outra,4Runner SR5,2006,217261,Gasoline,236.0,4.0,6.0,Automatic,white,Outra,None reported,Yes,15379,12816,2022-11-19,2022-11-20,4.5
BMW,M3 CS,2018,51499,Gasoline,453.0,3.0,6.0,DCT,white,Black,None reported,Yes,63700,58695,2023-10-29,2023-10-31,1.8
Mercedes-Benz,E-Class E 350 4MATIC,2013,130357,Gasoline,302.0,3.5,6.0,Automatic,Outra,beige,At least 1 accident or damage reported,Yes,11830,13374,2023-05-09,2023-05-10,1.5
Ford,Expedition Platinum,2019,55799,Gasoline,400.0,3.5,6.0,Automatic,white,Outra,None reported,Yes,41405,40990,2022-08-04,2022-08-06,7.4
Outra,ProMaster 2500 Window Van High Roof,2016,80065,Gasoline,280.0,3.6,6.0,Automatic,Black,Outra,None reported,Yes,59150,47229,2023-09-14,2023-09-16,1.1
Mercedes-Benz,Maybach S S 600,2016,29079,Gasoline,523.0,6.0,12.0,Automatic,Black,Black,None reported,Yes,72799,64853,2022-10-22,2022-10-24,5.1
Outra,911 Carrera S,2010,22289,Gasoline,385.0,3.8,6.0,Manual,Black,Black,None reported,Yes,64974,66181,2023-10-19,2023-10-22,2.4
Mercedes-Benz,E-Class E 550,2016,79893,Gasoline,402.0,4.7,8.0,Automatic,white,Black,At least 1 accident or damage reported,Yes,30935,31389,2022-10-24,2022-10-28,2.9
Outra,Sorento Hybrid EX,2022,58097,Hybrid,227.0,1.6,4.0,Automatic,Black,Outra,None reported,Yes,34125,33466,2022-03-16,2022-03-20,3.4
Outra,Charger R/T,2012,196340,Gasoline,370.0,5.7,8.0,Automatic,white,Black,At least 1 accident or damage reported,Yes,12285,12747,2022-05-05,2022-05-06,3.0
BMW,M6 Gran Coupe Base,2019,32992,Gasoline,560.0,4.4,8.0,DCT,Outra,Black,None reported,Yes,61789,60869,2022-12-10,2022-12-11,6.8
Outra,Armada Platinum,2018,193041,Gasoline,390.0,5.6,8.0,DCT,Black,Black,None reported,Yes,19109,25642,2023-08-11,2023-08-15,9.9
Outra,Cooper S Base,2007,177063,Gasoline,172.0,1.6,4.0,Manual,Outra,Black,None reported,Yes,5688,5455,2023-09-23,2023-09-27,5.2
